LandProvince;SeaZone;x;y;
tecoanapa;chantengo_lagoon;3183;4264;x
cihuatlan;nuxco_lagoon;3090;4305;x
tecpan;acapulco_bay;3126;4288;x
ixtapan;petacalco_bay;3063;4328;x
zacatollan;petacalco_bay;3048;4342;x
tututepec;corralero_lagoon;3238;4231;x
cuauhtolco;huatulco_bays;3302;4212;x
tonameca;comata_cape;3280;4217;x
manialtepec;comata_cape;3268;4225;x
tehuantepec;tehuantepec_isthmus;3367;4250;x
zanatepec;tehuantepec_isthmus;3384;4250;x
huamelula;huamelula_coast;3340;4228;x
tozlan;sontecomapan_lagoon;3349;4385;x
tlacotlalpan;sontecomapan_lagoon;3338;4385;x
xamapan;chachalacas_coast;3318;4404;x
puctlan;sontecomapan_lagoon;3335;4387;x
coatzacoalco;coatzacoalcos_bay;3395;4353;x
atzaccan;coatzacoalcos_bay;3379;4366;x
acayucan;coatzacoalcos_bay;3386;4356;x
tonala_coatzacoalco;coatzacoalcos_bay;3422;4359;x
cuauhtochco;chachalacas_coast;3309;4418;x
cempoala;chachalacas_coast;3305;4432;x
quiahuiztlan;nauhtlan_coast;3298;4452;x
nauhtlan;nauhtlan_coast;3290;4464;x
papantla;nauhtlan_coast;3273;4488;x
cuyuxquihui;nauhtlan_coast;3281;4476;x
tuxpan;tuxpan_coast;3257;4523;x
teayotlan;tuxpan_coast;3264;4506;x
tlacalahuastla;tenacatita_bay;2942;4405;x
caxitlan;coahuayana_delta;2967;4384;x
coahuayana;coahuayana_delta;2976;4372;x
chucutitlan;maruata_coast;3017;4347;x
ozuluama;tamiahua_lagoon;3246;4551;x
panuco;tamiahua_lagoon;3242;4572;x
tonala_chiapas;tehuantepec_isthmus;3418;4229;x
huehuetan;tonala_coast;3466;4182;x
cupilco;mecoacan_lagoon;3453;4366;x
maxcanu;lastre_point;3574;4494;x
hunucma;lastre_point;3579;4508;x
tho;sisal_coast;3599;4527;x
motul;dzilam_coast;3639;4536;x
dzilam;dzilam_coast;3648;4537;x
titsimin;lagartos_coast;3676;4546;x
kaan_peech;campeche_bay;3572;4451;x
calkini;campeche_bay;3573;4464;x
chakan_putum;campeche_bay;3562;4421;x
tixchel;xicalango_point;3535;4387;x
xicallanco;xicalango_point;3504;4374;x
chactemal;xcalak_point;3672;4371;x
colha;xcalak_point;3671;4364;x
nohmul;xcalak_point;3667;4365;x
bakhalal;xcalak_point;3677;4384;x
chacchoben;xcalak_point;3685;4386;x
tixmul;mahahual_coast;3705;4400;x
ekab;cancun_point;3741;4531;x
labcah;holbox_island;3710;4540;x
zama;cozumel_island;3718;4480;x
chakan_yucatan;ascension_bay;3697;4437;x
tomatlan;chamela_bay;2905;4433;x
xihutla;banderas_bay;2897;4487;x
zihuatlan;tenacatita_bay;2920;4416;x
revillagigedo_islands;north_pacific_coast;2479;4366;x
xalisco;guayabitos_coast;2900;4518;x
magdalenas;north_aztatlan;2837;4549;x
aztatlan;nayarit_coast;2887;4560;x
sentispac;guayabitos_coast;2901;4543;x
pusilha;amatique_bay;3644;4226;x
campin;amatique_bay;3667;4258;x
tzoite;turneffe_atoll;3673;4281;x
paliac;amatique_bay;3652;4243;x
altun_ha;xcalak_point;3673;4323;x
xunantunich;turneffe_atoll;3674;4313;x
guazacapan;itzcuintlan_coast;3579;4110;x
itzalku;cobanos_coast;3601;4098;x
kakol_kiej;tapachollan_coast;3501;4142;x
itzcuintlan;kakol_kiej_coast;3533;4118;x
nito;amatique_bay;3652;4223;x
toquegua;amatique_bay;3658;4216;x
chinda;amatique_bay;3677;4215;x
naco;amatique_bay;3687;4221;x
ticamaya;amatique_bay;3708;4221;x
choluteca;fonseca_bay;3714;4069;x
nacaome;fonseca_bay;3702;4089;x
pech;brus_lagoon;3838;4221;x
sico;limon_coast;3801;4225;x
olanchito;honduras_cape;3744;4221;x
papayeca;honduras_cape;3779;4229;x
usulutan;jiquilisco_bay;3659;4078;x
chalchuapa;cobanos_coast;3614;4092;x
kuskatan;cobanos_coast;3626;4090;x
nonualco;jiquilisco_bay;3644;4081;x
queiquin;fonseca_bay;3692;4087;x
kukra;pearl_lagoon;3884;4052;x
tawahka;caratasca_lagoon;3865;4204;x
rama;monkey_point;3878;3982;x
ulwas;monkey_point;3884;3990;x
nagarando;poneloya_coast;3741;4019;x
diria;poneloya_coast;3751;3999;x
cuauhcapolca;papagayo_bay;3781;3968;x
tezoatega;fonseca_bay;3710;4061;x
guaxenicos;fonseca_bay;3716;4063;x
sutiapan;poneloya_coast;3728;4029;x
karawala;wounta_lagoon;3887;4086;x
awastara;pahara_lagoon;3900;4138;x
ahuya_yari;bismuna_lagoon;3898;4185;x
orosi;papagayo_bay;3789;3950;x
nekokiaw;blanco_cape;3785;3902;x
garabito;nicoya_gulf;3817;3906;x
uxarraci;tortuguero_coast;3886;3940;x
coctu;pavon_bay;3893;3825;x
boruca;coronado_bay;3884;3843;x
quepos;nicoya_gulf;3859;3865;x
pacaca;nicoya_gulf;3846;3870;x
burica;pavon_bay;3907;3812;x
chiriqui;chiriqui_gulf;3938;3804;x
huista;chiriqui_gulf;3970;3795;x
veragua;calovebora_coast;3980;3833;x
caribaro;caribaro_bay;3968;3840;x
terbi;caribaro_bay;3941;3857;x
dererri;caribaro_bay;3923;3879;x
tariaca;tortuguero_coast;3908;3899;x
kabeka;caribaro_bay;3917;3888;x
tauraba;montijo_gulf;3995;3772;x
parita;mala_point;4034;3753;x
nata;parita_gulf;4027;3796;x
escoria;parita_gulf;4029;3791;x
chiru;parita_gulf;4046;3808;x
panama;panama_gulf;4070;3839;x
careta;darien_gulf;4162;3827;x
pocorosa;guna_yala_coast;4117;3870;x
comogre;san_miguel_gulf;4133;3812;x
chochama;san_miguel_gulf;4128;3801;x
cubiga;limon_bay;4034;3854;x
chepo;panama_gulf;4111;3827;x
chuchures;guna_yala_gulf;4074;3878;x
yenecamu;pulmo_cape;2698;4668;x
guaycura;comondu_coast;2597;4726;x
monqui;loreto_bay;2624;4797;x
cadegomo;concepcion_bay;2601;4838;x
mti_pa;eugenia_cape;2540;4855;x
cochimi;hares_eye_lagoon;2493;4955;x
nakipa;san_quintin_bay;2418;5045;x
koleeu;colonet_cape;2408;5082;x
akwaala;todos_santos_bay;2382;5142;x
kumeyaay;san_diego_bay;2358;5194;x
kwapa;colorado_delta;2466;5141;x
north_hia_ced_oodham;colorado_delta;2504;5128;x
south_hia_ced_oodham;tecopa_cape;2541;5081;x
xiica_hai_iic_coii;xazl_iimt_island;2558;5046;x
tahejoc;kino_bay;2581;4993;x
xiica_xnaai_iic_coii;sahuimaro_coast;2610;4942;x
yoreme;huivulau_bay;2686;4864;x
huatabampo;agiabampo_bay;2706;4842;x
guaimas;haro_cape;2656;4909;x
sinaloa;talchichintle_island;2759;4756;x
ahome;ohuira_bay;2713;4787;x
culiacan;lucenilla_peninsula;2794;4714;x
quetzalla;mazatlan_coast;2823;4679;x
piaxtla;mazatlan_coast;2826;4672;x
mazatlan;huizache_lagoon;2851;4634;x
chiametlan;huizache_lagoon;2866;4616;x
acaponeta;nayarit_coast;2882;4587;x
atanagunypacam;grande_delta;3270;4784;x
tamaulipeco;madre_lagoon;3238;4715;x
maratine;tamaulipas_coast;3242;4668;x
pantlan;chavarria_bar;3235;4604;x
tugumlepen;padre_island;3256;4827;x
tinapihuaya;padre_island;3251;4857;x
piguique;corpus_christi_bay;3243;4881;x
capoque;brazos_mouth;3344;4965;x
karankawa;matagorda_bay;3313;4959;x
copane;matagorda_bay;3284;4940;x
mariame;matagorda_bay;3288;4940;x
han;brazos_mouth;3359;4988;x
orcoquisac;trinity_lagoon;3380;5016;x
caux;trinity_lagoon;3377;5020;x
toyal;trinity_lagoon;3368;5012;x
pachina;trinity_lagoon;3411;5014;x
saanich;oyster_bay;2071;6191;x
stz_uminus;georgia_strait;2052;6229;x
ditidaht;fuca_strait;2034;6183;x
pentlatch;haro_strait;2022;6244;x
ucluelet;flattery_strait;1997;6214;x
k_omoks;haro_strait;1995;6280;x
maaqtusiis;cheleset_coast;1900;6280;x
yuquot;hot_springs_cove;1942;6239;x
tlatlasikwala;raft_cove;1851;6310;x
ma_amtagila;beaver_cove;1910;6323;x
tanakteuk;beaver_cove;1973;6341;x
quawshelah;beaver_cove;1933;6346;x
oweekeno;hakai_coast;1889;6395;x
nuxalc;hakai_coast;1899;6449;x
kitasoo;hakai_coast;1903;6440;x
heiltsuk;banks_coast;1814;6495;x
haisla;banks_coast;1830;6544;x
sm_algyax;lax_kw_alaams;1769;6564;x
gitxsanimaax;lax_kw_alaams;1775;6631;x
kiis_gwaay;moresby_coast;1657;6515;x
gwaay_haanas;queen_charlotte_sound;1713;6430;x
saanya;metlakatla_sound;1734;6665;x
taant_a;keku_strait;1681;6693;x
shtax_heen;stephens_passage;1628;6776;x
s_awdaan;stephens_passage;1603;6840;x
hinyaa;kiusta_point;1655;6631;x
keex;alexander_point;1579;6716;x
t_aaku;funter_bay;1548;6894;x
jilkaat;funter_bay;1527;6931;x
aa_kw;funter_bay;1499;6890;x
xunaa;funter_bay;1520;6840;x
shee_t_ika;yakobi_coast;1527;6776;x
xutsnoowu;stephens_passage;1566;6800;x
gunaaxoo;lituya_bay;1456;6866;x
yaakwdaat;yakutat_bay;1338;6958;x
laaxaayik;yakutat_bay;1347;6980;x
yakataga;yakutat_bay;1259;6983;x
galyax;galyax_coast;1192;6989;x
daxunhyuu;galyax_coast;1093;7009;x
taatiilaaq;hinchinbrook_bay;953;7055;x
caniqaq;hinchinbrook_bay;939;7019;x
nanwalek;kenai_fjords;867;6964;x
nuciiq;middleton_island;1027;7005;x
agw_aneq;marmot_bay;746;6850;x
su_naq;larsen_bay;703;6827;x
kasukuak;chirikof_island;682;6762;x
swikshak;ursus_cove;677;6929;x
amalik;larsen_bay;610;6820;x
alinchak;chiginagak_fjords;557;6768;x
chignik;herendeen_bay;467;6756;x
kangi_asinaq;unga_sea;422;6682;x
qagiigun;herendeen_bay;371;6685;x
qagaan;sanak_island;294;6638;x
unimax;north_creek_coast;251;6627;x
qawalangin;derby_point;20;6509;x
akuugun;kagamil_sland;16346;6481;x
niigugis;seguam_coast1;16150;6433;x
naahmigus;gareloi_island;16002;6406;x
qaxun;amchitka_island2;15829;6396;x
sasignan;agattu_island1;15577;6474;x
amiq;amiq_coast5;16326;6783;x
aniakchak;kvichak_bay;500;6799;x
ugashik;kvichak_bay;516;6807;x
egegik;kvichak_bay;522;6871;x
igiugig;kvichak_bay;543;6898;x
aguyaq;kvichak_bay;481;6889;x
akokpaq;kvichak_bay;551;6913;x
igushiq;kvichak_bay;467;6893;x
togiaq;togiak_harbour;391;6912;x
mamterat;togiak_harbour;331;6914;x
quinhagaq;kwigillinok_coast;321;6959;x
iiq;kwigillinok_coast;297;7001;x
kwigilingoq;dooksook_harbour;215;6983;x
tununaq;dooksook_harbour;175;7019;x
kaghasuq;kinak_bay;239;7031;x
niugtaq;kinak_bay;181;7058;x
ce_vaq;scammon_bay;133;7108;x
mekoryuq;dooksook_harbour;134;6970;x
marayaarmiut;nunam_iqua_cove;165;7160;x
imangaq;nunam_iqua_cove;184;7183;x
qerrulliiq;pastol_bay;261;7215;x
tapqaq;pastol_bay;319;7242;x
unalakleet;pastol_bay;366;7258;x
ungaliq;norton_bay;349;7311;x
malemiut;norton_bay;369;7336;x
kuuyuk;norton_bay;356;7347;x
qikiqtagruk;hotham_inlet;352;7456;x
kuugaaluk;hotham_inlet;289;7442;x
kongashuk;krusenstern_lagoon;180;7470;x
sinjik;norton_bay;275;7318;x
nachirvik;nome_coast;194;7320;x
kigluaik;clarence_gulf;110;7374;x
anakovik;shishmarev_inlet;84;7428;x
sivuqaq;sevuokuk_point;16265;7258;x
savoonga;kongkok_bay;16326;7224;x
kitagnaq;kialegak_cape;16370;7215;x
st_matthew;stmatthew_coast3;16212;7019;x
kachemak;ursus_cove;816;6966;x
kenai;ursus_cove;854;7053;x
dgheyaytnu;ursus_cove;872;7059;x
k_enakatnu;ursus_cove;881;7091;x
tyonek;ursus_cove;787;7047;x
iliamna;ursus_cove;720;6972;x
nuurvik;hotham_inlet;326;7512;x
uataaq;krusenstern_lagoon;228;7549;x
kivualinagmut;point_hope;116;7632;x
uivvak;wevok_point;121;7649;x
kali;wevok_point;250;7693;x
k_alii_xkalaan;lax_kw_alaams;1771;6684;x
payomkawichum;orange_cove;2345;5229;x
kukamonga;orange_cove;2335;5239;x
yaanga;los_angeles_bay;2298;5271;x
ventureno;los_angeles_bay;2260;5287;x
ineseno;santa_barbara_coast;2205;5304;x
pimuu_nga;san_catalina_island;2220;5267;x
tepotahal;monterey_coast;2177;5370;x
mutsun;santa_cruz_cove;2141;5415;x
awaswas;elkhorn_bay;2141;5451;x
chochenyo;san_francisco_bay;2132;5493;x
mewuk;marin_coast;2091;5531;x
kashaya;sonoma_coast;2064;5567;x
kulanapan;sonoma_coast;2057;5590;x
tlokyhan;mendocino_cape;2053;5614;x
suisin;san_francisco_bay;2124;5522;x
sinkyone;mendocino_cape;2051;5629;x
mattole;lost_coast;2029;5659;x
jaroujiji;humboldty_bay;2037;5686;x
oohl;humboldty_bay;2041;5702;x
chidkhu;shleter_cove;2037;5758;x
tututni;nesika_beach;2028;5803;x
quuiich;coos_bay;2033;5854;x
yaquina;newport_cove;2042;5918;x
tillamook;tillamook_bay;2050;5990;x
chinook;chinook_bay;2062;6035;x
chehalis;grays_harbour;2046;6080;x
chala_at;grays_harbour;2035;6101;x
sklallam;fuca_strait;2067;6161;x
twana;kitsap_bay;2108;6146;x
makah;olympic_coast;2015;6156;x
puyallup;kitsap_bay;2121;6108;x
duwamish;kitsap_bay;2121;6138;x
snohomish;kitsap_bay;2107;6155;x
skagit;oyster_bay;2115;6183;x
nisqually;kitsap_bay;2115;6121;x
lhaq_temish;oyster_bay;2103;6210;x
whonnock;georgia_strait;2085;6236;x
squamish;georgia_strait;2083;6258;x
sechelt;haro_strait;2050;6270;x
sliammon;haro_strait;2022;6274;x
klahoose;haro_strait;2015;6307;x
homalco;haro_strait;2007;6340;x
chayrama;santa_maria_bay;4312;3957;x
yaharo;camarones_mouth;4336;3968;x
calamari;cartagena_bay;4254;3916;x
mocana;galerazamba_coast;4279;3953;x
kamach;santa_maria_bay;4300;3949;x
necocli;darien_gulf;4196;3808;x
upper_sinu;morrosquillo_gulf;4219;3843;x
sinu;morrosquillo_gulf;4241;3866;x
one;morrosquillo_gulf;4249;3887;x
ichitki;manaure_bay;4415;4020;x
suchiimma;cabimas_coast;4416;3975;x
marakaaya;cabimas_coast;4428;3945;x
perija;maracaibo_lake;4409;3887;x
jauregui;maracaibo_lake;4417;3870;x
yukpa;maracaibo_lake;4424;3855;x
coro;cosinetas_bay;4513;3978;x
paraguana;espada_point;4498;4018;x
tucanca;tucanca_coast;4574;3964;x
chama_venezuela;maracaibo_lake;4431;3845;x
arapuey;maracaibo_lake;4455;3860;x
cabimas;maracaibo_lake;4455;3890;x
capatarida;cabimas_coast;4447;3954;x
aragua;triste_gulf;4602;3924;x
caracas;caracas_coast;4672;3935;x
yaracuy;triste_gulf;4584;3932;x
nirgua;triste_gulf;4589;3927;x
cumanagoto;araya_point;4743;3904;x
cumana;araya_point;4776;3923;x
paraguachoa;margarita_island;4771;3958;x
turuepano;paria_gulf;4839;3912;x
araya;karu_pana_coast;4783;3936;x
karu_pana;galleons_passage;4866;3939;x
orinucu;araguapiche_point;4922;3869;x
tucupita;paria_gulf;4876;3887;x
iscuande;timbiqui_bay;4135;3492;x
narino;tumaco_bay;4113;3457;x
tumaco;tumaco_bay;4112;3443;x
micay;malaga_bay;4162;3524;x
timbiqui;timbiqui_bay;4150;3495;x
sonso;malaga_bay;4177;3569;x
baudo;tribuga_gulf;4168;3656;x
choco;docampado_coast;4169;3613;x
acanti;darien_gulf;4184;3802;x
curiche;pinas_bay;4154;3733;x
murri;darien_gulf;4192;3782;x
bojaya;cupica_gulf;4168;3690;x
guayana;grande_mouth;4951;3824;x
waini;guayana_coast;5005;3786;x
essequibo;essequibo_mouth;5031;3725;x
demerara;essequibo_mouth;5043;3723;x
berbice;demerara_coast;5090;3678;x
neekeari;demerara_coast;5093;3675;x
witagron;coppename_mouth;5146;3668;x
paramaribo;paramaribo_mouth;5181;3673;x
ndyuka;maroni_mouth;5232;3660;x
iaremappo;maroni_mouth;5244;3663;x
kourou;iaremappo_coast;5284;3640;x
cayenne;buzare_point;5307;3618;x
palikur;approuage_mouth;5340;3574;x
curumu;vieira_grande_bay;5382;3315;x
ananatuba;amazonas_mouth;5397;3342;x
anajas;vieira_grande_bay;5379;3288;x
arari;maguary_point;5464;3336;x
marajoara;maguary_point;5485;3318;x
pixipixi;furo_santa_maria;5388;3254;x
ariste;maraca_island;5382;3474;x
araguari;araguari_mouth;5418;3408;x
mazagao;santana_island;5346;3318;x
arua_amazon;amazonas_mouth;5380;3335;x
nheengaiba;santa_rosa_bay;5415;3366;x
mariocai;fura_dos_araiolos;5349;3275;x
oiampi;fura_dos_araiolos;5329;3282;x
wayampi;fura_dos_araiolos;5318;3270;x
paru;fura_dos_araiolos;5301;3264;x
kuruaya;fura_dos_araiolos;5314;3256;x
anambe;marapata_bay;5434;3203;x
marapanim;maracana_bay;5530;3311;x
tupinamba;caete_bay;5577;3290;x
samauma;marajo_bay;5483;3263;x
mairi;marajo_bay;5487;3265;x
kaapor;turiacu_bay;5628;3253;x
kururupu;cuma_bay;5661;3229;x
tapuitapera;sao_marcos_bay;5659;3196;x
miritiba;sao_marcos_bay;5712;3213;x
upaon_acu;sao_marcos_bay;5679;3196;x
tapuios;preguicas_mouth;5778;3194;x
igaracu;parnaiba_delta;5795;3190;x
monxoro;mel_point;5998;3078;x
jenipaboacu;parnaiba_delta;5833;3190;x
tremembe;pedra_furada;5863;3193;x
payaku;pontal_point;5955;3122;x
pitaguari;praia_mansa;5942;3138;x
tapeba;praia_mansa;5922;3153;x
anace;almofala_coast;5908;3165;x
karapoto;mangue_point;6084;2841;x
yapuata;itamaraca_island;6100;2889;x
caxanga;cabedello_point;6106;2934;x
kaaysara;tourinhos_coast;6066;3069;x
potiguara;pititinga_coast;6090;3026;x
paraiba;negra_point;6101;2975;x
kariri;mundau_lagoon;6057;2806;x
arakaiu;sao_francisco_mouth;6025;2765;x
sauipe;salvador_cape;5970;2668;x
tupiniquim;mamoa_coast;5916;2554;x
jiribatuba;all_saints_bay;5930;2647;x
hahahae;jequitinhonha_delta;5916;2509;x
tamoio;guarau_island;5559;1997;x
cunhambebe;grande_island;5668;2068;x
iguape;guarau_island;5540;1976;x
cananeia;small_sea;5520;1961;x
gohayo;boi_point;5590;2017;x
sao_sebastiao;caraguatatuba_bay;5628;2033;x
aimore;guriri_coast;5881;2303;x
kiri_kere;mucuri_delta;5885;2330;x
coutins;guriri_coast;5882;2273;x
guaitaca;doce_delta;5864;2241;x
itapemirim;paraiba_delta;5834;2182;x
guarapiri;vitoria_bay;5848;2199;x
itaparica;vitoria_bay;5856;2215;x
guaitaka;paraiba_delta;5822;2151;x
mokaie;acu_lagoon;5796;2108;x
kapiwary;frio_cape;5784;2095;x
ararayu_aba;frio_cape;5780;2083;x
nheteroia;guanabara_bay;5729;2081;x
mage;guanabara_bay;5729;2085;x
y_uasu;guanabara_bay;5722;2081;x
goana_para;grande_island;5701;2067;x
ita_kua_y;grande_island;5685;2069;x
pataxo;coroa_alta_reef;5912;2425;x
nac_nanuk;jequitinhonha_delta;5922;2474;x
tapuy;coroa_alta_reef;5915;2446;x
jucuru;areia_reef;5908;2402;x
caravelas;areia_reef;5908;2374;x
vicosa;mucuri_delta;5893;2350;x
parnanguara;paranagua_bay;5486;1926;x
karai_yo;paranagua_bay;5472;1880;x
xokleng;grande_floripa_bay;5477;1843;x
kariio;grande_floripa_bay;5479;1821;x
apytere;santa_catarina_island;5477;1799;x
sambaqui;imarui_lagoon;5467;1758;x
iaguarauna;sombrio_lagoon;5441;1719;x
guancavilca;sumpa_point;4014;3234;x
manta;lorenzo_cape;4015;3273;x
guayaquil;huancavilca_gulf;4044;3205;x
yaguachi;huancavilca_gulf;4057;3214;x
puna;huancavilca_gulf;4049;3192;x
chacayacu;huancavilca_gulf;4059;3200;x
machala;huancavilca_gulf;4049;3169;x
caran;lorenzo_cape;4022;3297;x
jama;pasado_cape;4036;3338;x
atacames;atacames_cape;4047;3377;x
pailon;manglares_cape;4087;3407;x
tumbes;tumpi_coast;4009;3136;x
chira;paita_bay;3992;3085;x
nariguala;paita_bay;4000;3069;x
nunura;sec_hura_bay;4006;3027;x
xllang;aguja_point;4019;2999;x
pakatnamu;nampajic_coast;4044;2979;x
sana;nampajic_coast;4060;2959;x
farfan;malabriga_bay;4074;2926;x
chan_chan;salaverry_coast;4087;2903;x
chao;salaverry_coast;4104;2875;x
huacatambo;ferrol_bay;4116;2840;x
manchan;ferrol_bay;4121;2827;x
huarmey;huallmi_coast;4129;2807;x
paramonga;huallmi_coast;4134;2785;x
guamanmayo;salinas_point;4151;2753;x
chancay;salinas_point;4158;2730;x
chiprac;saint_lorenzo_island;4172;2709;x
collique;saint_lorenzo_island;4177;2700;x
rimaq;saint_lorenzo_island;4179;2686;x
ishma;huarco_coast;4191;2668;x
chilca;huarco_coast;4199;2653;x
huarco;huarco_coast;4207;2638;x
chinchay;huanu_islands;4222;2596;x
puka_tampu;huanu_islands;4218;2577;x
ica;tunga_coast;4234;2541;x
cahuachi;maracona_gulf;4265;2506;x
acari;yauca_coast;4289;2483;x
yauca;yauca_coast;4309;2470;x
atico;jihuay_coast;4352;2443;x
ucuna;hornillos_point;4359;2437;x
camana;hornillos_point;4371;2432;x
quilca;hornillos_point;4391;2422;x
tampo;coles_point;4413;2403;x
puquina;coles_point;4440;2383;x
chaucalana;sama_point;4459;2355;x
tacna;sama_point;4471;2343;x
arica;arica_bay;4489;2322;x
tarapaca;pisagua_point;4495;2255;x
iki_iki;chanavaya_bay;4496;2187;x
tocopilla;loa_mouth;4497;2133;x
antofagasta;moreno_point;4485;2034;x
paposo;cobre_coast;4477;1983;x
tatal;paposo_bay;4483;1933;x
chanaral;chanaral_bay;4473;1877;x
cobija;angamos_point;4484;2062;x
qupayapu;caldera_point;4461;1813;x
huasco;copiapo_bay;4450;1764;x
elki;elki_bay;4445;1668;x
limari;limari_mouth;4428;1603;x
millapel;conchali_bay;4432;1569;x
liwen;ligua_bay;4439;1519;x
isabela_island;elizabeth_bay;3535;3315;x
santiago_islands;tortuga_bay;3582;3305;x
santa_cruz_islands;bucaneer_bay;3565;3341;x
qillu_uta;curaimilla_point;4432;1482;x
meli_pillan;curaimilla_point;4429;1451;x
rangkawe;culebra_point;4426;1439;x
kolchawwe;culebra_point;4414;1402;x
kuruko;mataquito_mouth;4406;1371;x
mawlen;mataquito_mouth;4398;1353;x
cauquen;carranza_cape;4387;1316;x
uthan_uthatun;concepcion_bay_plata;4376;1285;x
puchacay;concepcion_bay_plata;4367;1259;x
lafkenmapu;arauco_bay;4351;1230;x
pikunwijimapu;coral_bay;4351;1063;x
caurakawin;mansa_bay;4334;1022;x
ancud;coronado_gulf;4331;943;x
quiquilhue;tongol_bay;4315;891;x
quellon;guaitecas_archipelago;4323;843;x
piren;ancud_gulf;4384;919;x
carijo;peixe_lagoon;5379;1590;x
piratinin;patos_lagoon;5322;1568;x
cangucu;patos_coast;5310;1517;x
chuy;mirim_lagoon;5278;1452;x
icabaqua;patos_lagoon;5343;1593;x
tapes;patos_lagoon;5374;1641;x
jacui;patos_lagoon;5359;1633;x
arroio;barros_lagoon;5414;1669;x
charrua;este_point;5162;1373;x
araicuahita;santa_maria_cape;5213;1374;x
arachan;polonio_cape;5240;1395;x
chana;uruguay_river;5035;1476;x
ituzaingo;la_plata_river_mouth;5030;1404;x
tuvicha_mini;brava_point;5091;1341;x
yaros;uruguay_river;5031;1445;x
carapachay;uruguay_river;5028;1453;x
ombu;artilleros_point;5075;1396;x
tandil;tandil_coast;5100;1223;x
tubicha_mini;samborombon_bay;5081;1312;x
pillahuinco;blanca_bay;4858;1128;x
kla_rome_ko;pampa_coast;5055;1157;x
cholle_cholle;anegada_bay;4866;1077;x
kububu;nuevo_gulf;4735;890;x
tulshun;san_matias_gulf;4736;930;x
balcheta;san_matias_gulf;4739;1009;x
shupaw_kulu;san_matias_gulf;4727;989;x
curu_leufvu;bermeja_point;4860;1014;x
masaks;lawal_lakwaia_bay;4724;97;x
nakenk;daua_nuk_cove;4620;148;x
hamenk;san_sebastian_bay;4612;155;x
wai;san_sebastian_bay;4573;192;x
hamhmam;admiralty_sound;4531;181;x
kolser;lomas_bay;4544;231;x
haiyuwel;felipe_bay;4499;212;x
puyu_huapi;puyuguapi_channel;4380;757;x
chain_chaitun;corcovado_gulf;4372;817;x
puel_co;ancud_gulf;4396;952;x
koy_aike;puyuguapi_channel;4375;712;x
achen;guamblin_island;4320;716;x
paine;nelson_strait;4388;285;x
juni_aiken;loyola_point;4545;302;x
camusu_aike;santa_cruz_river_mouth;4575;407;x
ciaike;lomas_bay;4542;260;x
horsh_aiken;otway_sound;4446;206;x
enoo;otway_sound;4427;236;x
lee;blanco_cape_plata;4692;545;x
corpen_aike;santa_cruz_river_mouth;4571;415;x
patagonia;san_julian_bay;4608;455;x
nehuen_mulfun;tres_puntas_cape;4658;613;x
katrawunletuayin;tombo_point;4701;751;x
fem_mapu;bustamante_bay;4617;676;x
tawokser;colcolo_bay;4324;212;x
jautok;fajokstai_channel;4338;554;x
jetarktetqal;concepcion_channel;4312;442;x
saelam;jungfrauen_island;4264;493;x
kcewite;jolawokstai_channel;4269;414;x
kelaelkces;ramirez_island;4266;314;x
malte;froward_pass;4441;141;x
caguatl;byron_island;4266;624;x
chuainisin;blossom_bay;4770;82;x
wakimaala;onashaga_channel;4585;82;x
utumaala;aguirre_bay;4640;62;x
yeskumaala;hermite_isle;4616;33;x
inalumaala;stokes_bay;4420;110;x
ilalumaala;cook_bay;4504;65;x
west_falkland;san_jose_island;4946;302;x
east_falkland;san_carlos_strait;4992;296;x
wardandi;deepdene_coast;12923;1423;x
gurbillup;flinders_bay;12949;1398;x
nannup;bunbury_coast;12954;1464;x
bibbulman;yeagarup_coast;12976;1368;x
mallee;great_australian_bight;13017;1359;x
pinjarup;perth_bay;12953;1492;x
mandjar;perth_bay;12959;1515;x
walyalup;perth_bay;12959;1529;x
minang;frenchman_bay;13074;1367;x
goreng;breaksea_shore;13112;1392;x
noongar;bremer_bay;13153;1426;x
wudjari;esperance_bay_australia;13243;1433;x
ngatjumay;toolina;13383;1496;x
balladonia;israelite_bay;13349;1481;x
bardok;bellinger;13324;1438;x
mandurah;two_rocks;12955;1565;x
kongal_marawar;wedge_shore_australia;12940;1598;x
djiralay;wedge_shore_australia;12929;1625;x
eneabba;green_head;12923;1664;x
nhanta;lucky_bay;12886;1779;x
daguda;kalbarri;12879;1821;x
tedei;shark_coast;12890;1889;x
thung_arra;geraldton_bay;12918;1714;x
buluguda;geraldton_bay;12907;1735;x
malkana;shark_coast;12884;1869;x
yinggarda;dorre_coast;12871;1940;x
maia;bernier_coast;12852;2012;x
baiyungu;coral_bay_australia;12868;2054;x
thalanyji;cape_range_coast;12870;2108;x
nhuwala;doole_coast;12917;2137;x
martuthunira;barrow;12966;2175;x
jaburrara;eaglehawk;13006;2208;x
ngarluma;depuch_coast;13045;2199;x
kariyarra;hedland;13073;2217;x
ngarla;keraudren;13133;2233;x
iparuka;bidyadanga;13195;2258;x
karajarri;minyirr;13233;2313;x
jukun;minyirr;13261;2349;x
ngumbari;dampier;13252;2372;x
jabirrjabirr;ardyaloon;13259;2404;x
bardi_australia;ardyaloon;13280;2420;x
nimanburu;derby_shore;13308;2388;x
warwa;derby_shore;13318;2395;x
unggarangi;derby_shore;13308;2433;x
