locationA,locationB,accessType,through_location
bunol,chelva,land,
bunol,lliria,land,
bunol,requena,land,
bunol,valencia,land,
bunratty,castleconnell,river,
bunratty,ennis,land,
bunratty,galway,land,
bunratty,limerick,river,
bunratty,lough_derg,lake,
bunratty,shannon_estuary,port,
bunuba,gooniyandi,river,
bunuba,mangala,land,
bunuba,nyikina,land,
bunuba,oladjau,river,
bunuba,umida,land,
bunuba,unggami,land,
bunuba,warwa,land,
bunuba,wilinggin,river,
bunut,jongkong,river,
bunut,silat,land,
buor_yuryakh,chondon,river,
buor_yuryakh,kurannakh,land,
buor_yuryakh,nemkuchen,land,
buor_yuryakh,tenkeli,land,
buor_yuryakh,tumat,river,
buor_yuryakh,ukyulyakh,land,
buotama,talalakh,river,
buotama,tit_ary,river,
buotama,toyon_ary,river,
buotama,uluu,land,
buotama,yedey,river,
bur_nepa,dyrashnichikha,land,
bur_nepa,ika_nepa,river,
bur_nepa,tokma,river,
bura,dargol,land,
bura,kokorou,land,
bura,mansila,land,
bura,namaro,land,
bura,sampelga,land,
bura,tera,land,
burao,fardawsa,land,
burao,maduna,land,
burao,oodweyne,land,
burao,ruguda,land,
burao,xagal,land,
burara,dangbon,land,
burara,galiwin_ku_shore,port,
burara,milingimbi_coast,coastal,
burara,nakara,land,
burara,rembarnga,land,
burara,yolngu,land,
buraydah,unaizah,river,
buraydah,uyun_al_jiwa,land,
burayevo,chekmagush,land,
burayevo,kasevo,land,
burayevo,tatyshly,land,
burayevo,ufa,river,
burayevo,verkhneyarkeyevo,river,
burayevo,yanaul,land,
burchmullo,kasan,land,
burchmullo,yangi,land,
burdekin,gugu_badhun,river,
burdekin,kutjala,river,
burdekin,nyawaygi,river,
burdekin,wargamaygan,river,
burdekin,warungu,land,
burdekin,yanga,land,
burdekin_river_mouth,halifax_bay,sea,
burdekin_river_mouth,whitsunday_shore,sea,
burdekin_river_mouth,yuru,coastal,
burdur,dinar,land,
burdur,isparta,land,
burdur,istanoz,land,
burdur,karahisar_i_teke,land,
burdur,lake_burdur,lake,
burdur,stefani,land,
burdur,uluborlu,land,
burebasaga,kandavu_passage,coastal,
burebasaga,kubuna,land,
burebasaga,malolo_coast,port,
burebasaga,viti_levu_atoll,land,
bureen,khudan,land,
bureen,khurbe,land,
bureen,selenge,land,
bureen,sulkhari,land,
bureen,ung,land,
buren,lippstadt,land,
buren,paderborn,land,
buren,rietberg,land,
buren,warburg,land,
buren_khem,den_terek,land,
buren_khem,erzin,land,
buren_khem,ulug,river,
burg,calbe,river,
burg,jerichow,river,
burg,magdeburg,river,
burg,treuenbrietzen,land,
burg,wolmirstedt,land,
burg,zerbst,river,
burga,gruzino,land,
burga,khotsy,land,
burga,kresttsy,land,
burga,kulotino,land,
burga,lyubytino,land,
burgas,gulf_varna,port,
burgas,rusokastro,land,
burgdorf,celle,land,
burgdorf,hanover,land,
burgdorf,hildesheim,land,
burgdorf,meinersen,land,
burgdorf,neustadt_am_rubenberge,land,
burgdorf_emmental,fribourg,river,
burgdorf_emmental,solothurn,river,
burgdorf_emmental,thun,land,
burgdorf_emmental,wolhusen,land,
burgeo_bank,canada_high_sea16,sea,
burgeo_bank,canada_high_sea17,sea,
burgeo_bank,gosaoie,coastal,
burgeo_bank,hermitage_bay,sea,
burgeo_bank,hermitage_channel,sea,
burgeo_bank,laurentian_channel,sea,
burgeo_bank,nogamsig,port,
burghausen,eggenfelden,land,
burghausen,griesbach,river,
burghausen,landshut,land,
burghausen,laufen,land,
burghausen,muhldorf,river,
burghausen,traunstein,land,
burglengenfeld,parsberg,land,
burglengenfeld,regensburg,land,
burglengenfeld,roding,land,
burgo_de_osma,calatanazor,land,
burgo_de_osma,fuentiduena,land,
burgo_de_osma,sepulveda,land,
burgo_de_osma,sto_domingo_silos,land,
burgos,castrojeriz,land,
burgos,lerma,land,
burgos,miranda_de_ebro,river,
burgos,reinosa,river,
burgos,villadiego,land,
burgos,villarcayo,land,
burhanpur,pachora,river,
burhanpur,thalner,land,
buri,dallol,land,
buri,edd,land,
buri,massawa_channel,coastal,
buri,zula,land,
buriari,tucanca_coast,coastal,
burica,chiriqui,land,
burica,chiriqui_gulf,coastal,
burica,coctu,land,
burica,pavon_bay,port,
buriram,muang_tam,land,
buriram,phanom_rung,land,
buriram,phimai,land,
buriram,phutthaisong,river,
buriram,prathai_saman,land,
buriram,suwannaphum,river,
buriti,crixas,land,
buriti,guatacuba,land,
buriti,itapiracaba,river,
buriti,kayapo,river,
burkand_ya,delyankir,land,
burkand_ya,kadykchan,land,
burkand_ya,kontrand_ya,land,
burkand_ya,neksikan,land,
burkhaia,iagodnoie,land,
burkhaia,neksikan,land,
burkhaia,orotuk,land,
burns_lake,nat_oot_en,lake,
burns_lake,skin_tyee,lake,
burns_lake,ts_il_kaz_koh,lake,
burqin,jeminay,river,
burqin,kara_irtysh,river,
burqin,lake_ulungur,lake,
burqin,ulungur,land,
burra_burra,doora,land,
burra_burra,kaurna_pangkarra,land,
burra_burra,meru,river,
burraq,damascus,land,
burraq,nawa,land,
burraq,qutayfah,land,
burraq,salkhad,land,
burraq,suwayda,land,
burrishoole,castlebar,land,
burrishoole,clew_bay,port,
burrishoole,clifden,land,
burrishoole,erris,land,
burrishoole,lough_conn,lake,
burrishoole,lough_corrib,lake,
burrishoole,lough_mask,lake,
burrum,gubbi_gubbi,land,
burrum,moreton_bay,port,
burrum,murrumgama,land,
burrum,turrbal,land,
bursa,domanic,land,
bursa,eynegol,land,
bursa,gulf_izmit,port,
bursa,iznik,land,
bursa,lake_uluabat,lake,
bursa,mihalic,river,
bursol,dovolnoye,land,
bursol,imakia,land,
bursol,kamen,land,
bursol,kuchukskoye,land,
bursol,kulundinskoye,lake,
bursol,taskayevo,land,
burugardi,gumbaynggirr,river,
burugardi,gunnedah,land,
burugardi,nganyaywana,land,
burugardi,ngarbal,land,
burugardi,wadjar,land,
burunda,buse,land,
burunda,mamyn,river,
burunda,nehru,river,
burunda,selemde,land,
burunda,ulma,river,
burunge,dakawa,land,
burunge,east_aasax,land,
burunge,east_gogo,land,
burunge,idodomya,land,
burunge,lake_sulunga,lake,
burunge,mpwapwa,land,
burunge,sandawe,land,
burunge,west_aasax,land,
buruwai,irarutu,land,
buruwai,kamrau_bay,port,
bury,cambridge,land,
bury,lavenham,land,
bury,lowestoft,land,
bury,lynn,land,
bury,thetford,land,
buryeong,gyeongseong,land,
buryeong,heoryeong,land,
buryeong,musan,land,
buryeong,orang_point,port,
buryn,glushkovo,land,
buryn,melnya,river,
buryn,putyvl,river,
buryn,romen,land,
buryn,vilshana,land,
busal,eminabad,river,
busal,gujrat,land,
busal,khewra,river,
busal,lalian,river,
busal,pindi_bhattian,land,
busayrah,deir_ez_zor,river,
busayrah,makisin,land,
busayrah,rahba,river,
busayrah,raqqa,river,
busayrah,tabqah,river,
buse,olongki,land,
buse,selemde,river,
buse,tujun,land,
buse,ulma,river,
bushehr_bay,khann_cape,sea,
bushehr_bay,khark_island,sea,
bushehr_bay,khormoj,coastal,
bushehr_bay,mishab_cape,sea,
bushehr_bay,reyshahr,port,
bushehr_bay,zawr_cape,sea,
busiyn,kaa,river,
busk,kremenets,river,
busk,peremyl,land,
busk,sokal,land,
busk,zhovkva,river,
busk,zvenyhorod,land,
buskegau,kenogamissi,river,
buskegau,mistango,land,
buskegau,nahma,river,
buskegau,otapingshewee,land,
buskegau,takwata,river,
buskegau,wakusimi,land,
busko_zdroj,kielce,land,
busko_zdroj,ksiaz_wielki,land,
busko_zdroj,opatow,land,
busko_zdroj,wislica,land,
busoga,lake_kyoga,lake,
busoga,lake_victoria,lake,
busoga,mumias,land,
busoga,north_buganda,river,
busoga,teso,river,
bussa,kaiama,land,
bussa,kontagora,river,
bussa,kulfo,land,
bussa,mokwa,river,
bustamante_bay,fem_mapu,port,
bustamante_bay,katrawunletuayin,coastal,
bustamante_bay,tombo_point,sea,
bustamante_bay,tres_puntas_cape,sea,
bustamante_bay,western_atlantic_high_sea59,sea,
bustard_bay,coral_shore,sea,
bustard_bay,gureng_gureng,coastal,
bustard_bay,yandaran_coast,sea,
bustard_bay,yeppoon_coast,sea,
busuanga,cuyo_west_passage,coastal,
busuanga,elibinibid_point,port,
busuanga,mindoro_strait,coastal,
buta_ranquil,chical_co,land,
buta_ranquil,malal_hue,land,
buta_ranquil,mawlen,land,
butalin,dhipaesyin,land,
butalin,kale,river,
butalin,kanna,river,
butalin,mingin,river,
butalin,myedu,land,
butaritari_atoll,makin_coast,port,
buteha,chol,land,
buteha,qiqihar,land,
buteha,taizhou_jurchen,land,
buteha,xuguit,land,
butha_buthe,eiland,land,
butha_buthe,qwaqwa,land,
butha_buthe,thaba_bosiu,land,
buthelezi,natal_bay,coastal,
buthelezi,ndwandwe,land,
buthelezi,ngwane,land,
buthelezi,ntshekane,land,
buthelezi,tugela_mouth,port,
buthelezi,umhlanga,land,
buton_strait,butung,coastal,
buton_strait,cape_permali,sea,
buton_strait,eastern_selayar_strait,sea,
buton_strait,kalisusu,coastal,
buton_strait,kayuadi_island,sea,
buton_strait,kendari,coastal,
buton_strait,kolumba,coastal,
buton_strait,kotano_muna,port,
buton_strait,lasolo_bay,sea,
buton_strait,mekkongo_bay,sea,
buton_strait,taubonto,port,
butrint,coast_corfu,port,
butrint,corfu,through-sea,coast_corfu
butrint,ioannina,land,
butrint,parga,land,
butt_of_lewis,cape_wrath,sea,
butt_of_lewis,harris,coastal,
butt_of_lewis,lewis,port,
butt_of_lewis,north_eastern_atlantic23,sea,
butt_of_lewis,north_eastern_atlantic25,sea,
butt_of_lewis,north_minch,sea,
butt_of_lewis,north_uist,sea,
butuan,butuan_bay,port,
butuan,cabadbaran,land,
butuan,cantilan,land,
butuan,hingoog,land,
butuan,langan,land,
butuan,talacogon,land,
butuan_bay,cabadbaran,port,
butuan_bay,hingoog,port,
butuan_bay,leyte_gulf,sea,
butuan_bay,pangasugan,coastal,
butuan_bay,surigao,coastal,
butuan_bay,talibon,coastal,
butung,cape_permali,port,
butung,kalisusu,land,
butung,kalisusu_bay,coastal,
butung,kotano_muna,land,
buturlinovka,kalach,land,
buturlinovka,novaya_pokrovka,land,
buturlinovka,sadovoye,land,
buturlinovka,verkhny_mamon,land,
butyrskoe,gorkoye,lake,
butyrskoe,kalmanka,land,
butyrskoe,kamen,land,
butyrskoe,kuchukskoye,land,
butyrskoe,volchikha,land,
butyrskoe,zmeinogorsk,land,
butzow,doberan,land,
butzow,gustrow,land,
butzow,malchow,land,
butzow,parchim,land,
butzow,rostock,land,
butzow,schwerin,land,
butzow,wismar,land,
buur_hakaba,buur_heybe,land,
buur_hakaba,merca,land,
buur_hakaba,mogadishu,land,
buur_hakaba,qoryooley,land,
buur_heybe,hudur,land,
buur_heybe,jowhar,land,
buur_heybe,mogadishu,land,
buwat,medina,land,
buwat,shajwa,land,
buwat,yanbu_an_nakhil,land,
buxar,chunar,river,
buxar,ghazipur,river,
buxar,jaund,land,
buxar,sasaram,land,
buy,chukhloma,river,
buy,demyanovo,land,
buy,galich,land,
buy,lyubim,river,
buy,sudislavl,land,
buzanga,mugamba,river,
buzanga,ndorwa,river,
buzanga,nduga,land,
buzare_point,cayenne,port,
buzare_point,iaremappo_coast,sea,
buzare_point,kourou,coastal,
buzare_point,western_atlantic_high_sea21,sea,
buzau,meteleu,land,
buzau,parscov,land,
buzau,ramnicu_sarat,land,
buzet,ilirska_bistrica,land,
buzet,pazin,land,
buzet,rijeka,land,
buzet,rovinj,land,
buzet,trieste,land,
buzhskyi,chudniv,land,
buzhskyi,khmilnyk,river,
buzhskyi,pohrebyshche,land,
buzhskyi,sherbiv,land,
buzhskyi,sokilets,land,
buzhskyi,vinnytsia,river,
buzikkala,qamystybas_lake,lake,
buzikkala,yangikent,river,
buzuluk,grachevka,land,
buzuluk,s_ezzaja,river,
buzuluk,sadak,river,
buzuluk,sorochinskaya,river,
bwambe,fifinda,land,
bwambe,punta_de_campo,port,
byadi,byanye,river,
byadi,chiryapchi,land,
byadi,kele,river,
byadi,khatas,river,
byadi,us_kyuyol,land,
byanye,dakky,land,
byanye,kele,river,
byanye,tukulan,land,
byanye,us_kyuyol,land,
byas_kyuyol,kobyai,land,
byas_kyuyol,salban,land,
byas_kyuyol,sitte,land,
byas_kyuyol,sortol,land,
bydgoszcz,chelmno,river,
bydgoszcz,inowroclaw,river,
bydgoszcz,mogilno,land,
bydgoszcz,naklo,land,
bydgoszcz,swiecie,river,
bydgoszcz,szubin,land,
bydgoszcz,torun,land,
bydgoszcz,znin,land,
byerazino,chervyen,land,
byerazino,krupki,river,
byerazino,lyubashany,land,
byerazino,smalyavichy,land,
byerazino,svislach,river,
bygdea,gulf_of_bothnia,coastal,
bygdea,kvarken,port,
bygdea,skelleftea,land,
bygdea,umea,land,
bygdea,vindeln,land,
bykhaw,klichaw,land,
bykhaw,mogilev,river,
bykhaw,novy_bykhaw,river,
bykhaw,rahachow,land,
bykhaw,tyatseryn,land,
bykovo,elton,land,
bykovo,kamyshin,land,
bykovo,srednyaya_akhtuba,river,
bykovo,zenzevatka,river,
bykovo,zolotari,land,
byrakan,orgyot,land,
byrakan,sydybyl,land,
byron_bay,gold_coast_australia,sea,
byron_bay,quandamooka,coastal,
byron_bay,yuraigir_coast,sea,
byron_island,caguatl,port,
byron_island,east_pacific_high_sea81,sea,
byron_island,east_pacific_high_sea83,sea,
byron_island,fajokstai_channel,sea,
byron_island,guamblin_island,sea,
byron_island,jautok,coastal,
byron_island,jungfrauen_island,sea,
byron_island,saelam,coastal,
byske,gratesk,land,
byske,gulf_of_bothnia,port,
byske,pitea,river,
byske,skelleftea,land,
bysyttakh,elgyai,river,
bysyttakh,iyesyak,land,
bysyttakh,khati,river,
bysyttakh,kiyeng_yuryakh,river,
bysyttakh,niurba,river,
bysyttakh,ygyatta,land,
bytom,lubliniec,land,
bytom,pszczyna,land,
bytom,raciborz,land,
bytom,siewierz,land,
bytom,toszek,land,
bytow,czluchow,land,
bytow,miastko,land,
bytow,mirochowo,land,
bytow,slupsk,land,
bytow,tuchola,land,
byuteydyakh,khoro,river,
byuteydyakh,orosu,river,
byuteydyakh,terbyas,land,
byuteydyakh,tonguo,river,
byuteydyakh,ynakhsyt,river,
bzhedygu_kal,kalininskaya,land,
bzhedygu_kal,siba_circassia,river,
bzhedygu_kal,ust_labinsk,land,
bzou,demnate,land,
bzou,kalaat_sraghna,land,
bzou,tadla,land,
bzou,tegeget,land,
ca_mau_cape,gulf_thailand3,sea,
ca_mau_cape,south_china_sea3,sea,
ca_mau_cape,south_mekong_delta,sea,
ca_mau_cape,tho_chu_island,sea,
ca_mau_cape,toek_khmau,port,
ca_mau_cape,u_minh_coast,sea,
ca_river_estuary,dien_chau,port,
ca_river_estuary,gulf_tonkin,sea,
ca_river_estuary,hoan_chau,port,
ca_river_estuary,hon_la_island,sea,
ca_river_estuary,hon_me_island,sea,
ca_river_estuary,nghe_ann,port,
ca_river_estuary,nhat_nam,coastal,
ca_river_estuary,quynh_lam,coastal,
caba_wakpa,e_omita_i,land,
caba_wakpa,hoskitaga,land,
caba_wakpa,minisose,land,
caba_wakpa,ski_iyo_he,land,
caba_wakpa,wase_wakpa,land,
caba_wakpa,xuahceesh_annappiio,land,
cabadbaran,cantilan,land,
cabadbaran,lake_mainit,lake,
cabadbaran,surigao,land,
cabdi_cape,harardhere,port,
cabdi_cape,hobyo,coastal,
cabdi_cape,mareeg_coast,sea,
cabdi_cape,mudug_coast,sea,
cabedello_point,caxanga,port,
cabedello_point,itamaraca_island,sea,
cabedello_point,negra_point,sea,
cabedello_point,paraiba,coastal,
cabedello_point,western_atlantic_high_sea32,sea,
cabedello_point,western_atlantic_high_sea33,sea,
cabias,cacaxtles,land,
cabias,cachopostales,land,
cabias,chayopin,land,
cabias,koke_metchesko_laha,land,
cabias,yanaguana,land,
cabimas,cabimas_coast,coastal,
cabimas,capatarida,land,
cabimas,carora,land,
cabimas,maracaibo_lake,port,
cabimas,mukas,land,
cabimas_coast,capatarida,port,
cabimas_coast,cosinetas_bay,sea,
cabimas_coast,ichitki,coastal,
cabimas_coast,maracaibo_lake,sea,
cabimas_coast,marakaaya,port,
cabimas_coast,suchiimma,port,
cabinda_kongo,congo_river_coast,port,
cabinda_kongo,malemba,land,
cabinda_kongo,mbanza_soyo,river,
cabinda_kongo,nogui,river,
cabo_corso,cape_three_points,coastal,
cabo_corso,hemang,river,
cabo_corso,mankessim,land,
cabo_corso,winneba,land,
cabo_delgado,indian_ocean1,sea,
cabo_delgado,mozambique_channel1,sea,
cabo_delgado,pemba_bay,sea,
cabo_delgado,ruvuma_bay,sea,
cabo_delgado,somana,port,
cabo_delgado,tungi,port,
cabo_delgado,vamizi,port,
cabo_formoso,forcados,land,
cabo_formoso,warri,land,
cabo_formoso,west_niger_mouth,port,
cabo_verde,cataguas,river,
cabo_verde,mantiqueira,river,
cabo_verde,passos,land,
cabo_verde,sao_sebastiao_paraiso,land,
cabot_strait,epwikek,port,
cabot_strait,gosaoie,coastal,
cabot_strait,ingonish,coastal,
cabot_strait,laurentian_channel,sea,
cabot_strait,quero_bank,sea,
cabot_strait,saint_georges_bay,sea,
cabot_strait,saint_lawrence_gulf,sea,
cabot_strait,sydney_bight,sea,
cacalotito,guajoquilla,land,
cacalotito,mapimi,land,
cacalotito,sisimbles,land,
cacalotito,tu_e_dine_de,land,
cacapava,ibaje,river,
cacapava,icabaqua,river,
cacapava,piratini,river,
cacapava,tupancireta,land,
cacapava,umbu,land,
cacapava,vacacai,land,
cacapon,massanutten,land,
cacapon,wapocomo,river,
cacau_levu_atoll,cacau_levu_coast,coastal,
cacau_levu_atoll,savusavu_bay,coastal,
cacau_levu_atoll,vanua_levu,land,
cacau_levu_atoll,vatu_i_ra_channel,coastal,
cacau_levu_coast,fiji_high_sea_8,sea,
cacau_levu_coast,fiji_high_sea_9,sea,
cacau_levu_coast,qelelevu_coast,sea,
cacau_levu_coast,thikombia,coastal,
cacau_levu_coast,vanua_levu,port,
cacau_levu_coast,vatu_i_ra_channel,sea,
cacau_levu_coast,viwa_coast,sea,
cacaxtles,cachopostales,land,
cacaxtles,copane,land,
cacaxtles,piguique,land,
cacaxtles,tinapihuaya,land,
cacequi,ibaje,river,
cacequi,ibirapuita,river,
cacequi,inhandui,river,
cacequi,ita_cuara,land,
cacequi,vacacai,land,
cacequi,ybiti,river,
caceres,merida,land,
caceres,montanchez,land,
caceres,trujillo,land,
cachamay,caroni,river,
cachamay,guanipa,river,
cachamay,tumeremo,land,
cachamay,uyapari,river,
cacheu,cape_skiring,port,
cacheu,casamance,land,
cacheu,farim,land,
cacheu,geba_estuary,coastal,
cacheu,marsassoum,land,
cachopostales,estok_gna,land,
cachopostales,koke_metchesko_laha,land,
cachopostales,masacuajulam,river,
cachopostales,tinapihuaya,land,
cachopostales,yeme,river,
caconda,cuima,river,
caconda,dumbo,land,
caconda,katumbele,river,
caconda,kuindumba,river,
caconda,matala,river,
caconda,quilongues,land,
cadde_cape,mogadishu,port,
cadde_cape,warsheikh,coastal,
cadde_cape,warsheikh_coast,sea,
cadegomo,comondu_coast,coastal,
cadegomo,concepcion_bay,port,
cadegomo,eugenia_cape,coastal,
cadegomo,monqui,land,
cadegomo,mti_pa,land,
cadereyta,ixtachichimecapan,land,
cadereyta,jalpan,river,
cadereyta,kerhiretarhu,land,
cadereyta,metztitlan,river,
cadereyta,tecozautla,river,
cadereyta,zimapan,land,
cadiz,jerez_de_la_frontera,land,
cadiz,medina_sidonia,land,
cadiz,sanlucar,land,
cadiz,tarifa,land,
cadiz,trafalgar,port,
caen,falaise,land,
caen,lisieux,land,
caen,pont_douilly,land,
caen,seine_bay,port,
caen,vire,land,
caerphilly,cardiff,land,
caerphilly,neath,land,
caerphilly,newport,land,
caete,iate,land,
caete,kambiwa,land,
caete,kariri,land,
caete,pankararu,river,
caete,xoko,land,
caete_bay,kaapor,coastal,
caete_bay,maracana_bay,sea,
caete_bay,marapanim,coastal,
caete_bay,tupinamba,port,
caete_bay,turiacu_bay,sea,
caete_bay,western_atlantic_high_sea25,sea,
caete_brasil,itabira,land,
caete_brasil,itacolomi,river,
caete_brasil,parapopeba,land,
caete_brasil,santa_barbara,land,
caete_brasil,santa_luzia,river,
caete_brasil,sete_lagoas,land,
caftacha,chicksawhe,land,
caftacha,eianamogola,river,
caftacha,koroa,land,
caftacha,mosco,river,
caftacha,okeloussa,river,
cagayan_sulu,mapun,coastal,
cagayan_sulu,paitan_bay,sea,
cagayan_sulu,sandakan_harbour,sea,
cagayan_sulu,south_sulu_sea,sea,
cagayan_sulu,sulu_sea,sea,
cagayancillo_island,coronado_point,sea,
cagayancillo_island,green_island_bay,sea,
cagayancillo_island,panay_gulf,sea,
cagayancillo_island,sulu_sea,sea,
cagayancillo_island,tolong_bay,sea,
cagliari,gulf_cagliari,port,
cagliari,muravera,land,
cagliari,seddori,land,
cagliari,tratalias,land,
cagliari,villa_di_chiesa,land,
