location,status,good_results
xinxiang,good result,xiuwu|jixian
cahiague,good result,kaotia|lake_simcoe
juniata,good result,connatachequa|rim|shamokin|ely|po|mattawana
hayrabolu,good result,kesan|edirne|traianopolis|ayr
dera_ismail_khan,good result,dinkot
hkamti,good result,minsin|sagaing
kholmyech,good result,rechytsa|liubech|gomel|ia
uashat,good result,nipisso|sainte_marguerite_plateau|cartier_point
brzeg,good result,niemodlin|olawa
bayannur,good result,ulan_buh_desert|uraqai|aerzhai
zurmang_namgyaltse,good result,nangchen|pelme|karma_densa
multan,good result,kot_addu|thal_desert
turnu_magurele,good result,caracal|eger|corabia|gigen|nikopol
chiquimula,good result,guazacapan|chalchuapa|eso|metapan|ye
shubi,good result,sumbwa|bugara|mugamba
yevoyakha,good result,pur|siberian_wasteland_10
kakataibo,good result,solimoes_amazon_jungle|may_ushin
callamaco,good result,utsutigway|hytop
dayong,good result,tak|cili|ye|ye|shixi|ia|yongshun_yongshun
meiningen,good result,hunfeld|schmalkalden|schleusingen
quiahuixtlan,good result,tepeticpac|ocotelolco|abe
mayma,good result,altayskoye|biysk|teletskoye
boryeong,good result,gongju|hansan|ia|ye|boryeong|kem|otun|ou|mie|ani|non|oban
bjorneborg,good result,raumo|ia
kuanhe_xingzhou,good result,banbishan|qianan
msire_zambia,good result,mucajama
pudasjarvi,good result,taivalkoski|kuivaniemi
rampura,good result,bhanpura|kota
sar_sang,good result,jurm|hindu_kush4
balyktyg,good result,buren_khem|busiyn
aigun,good result,bir_amur|kuanhe|xunhe|tehcha
karakilise,good result,tutak|aladag_mountains
tapo,good result,merida_mountains|suripa|tachira|tampacal
kochkor,good result,tian_shan13|balykchy
rakitnya,good result,kuvshinovo|vyshny_volochyok|bologoye
ushachy,good result,ulla
wabezi,good result,minnetonka|shingwako|misi_zaaga_igan
belchite,good result,caspe|ye|pina_de_ebro|ou
kaxa_marca,good result,llucho|pirca_pirca
mauriac,good result,tour_auvergne|turenne|ventadour
hatchie,good result,chucalissa|obion|rho|ia|casqui
mstow,good result,wa|radomsko|czestochowa|siewierz|epe|omo
daulatabad,good result,bir|ahmednagar|jalna|sinnar
bukachacha,good result,aldan_upplands1|bagdarin|po|irakinda
molangur,good result,palampet|vemulawada
mankera,good result,shorkot|sillanwali
bandar_deyr,good result,riz|khann_cape
quelimane,good result,boror|chindre|mopeia|quelimane_river
miran,good result,loulan|taklamakan4
winsen,good result,lauenburg|harburg
berbela,good result,dambi_angonga|munza|sanga_kongo|cuilo|jaggas
huncun,good result,onseong|yun
vienne,good result,lyon|saint_etienne|romans|la_tour_du_pin
anelo,good result,newenken|kalfucura|colipilli
ishtixon,good result,oban|epe|yangirabod|dimishk|van
krebedje,good result,boali|bosobolo|ouaka
deren,good result,pilda|uschu
tupik,good result,gulya|aldan_upplands1
kamyskala,good result,sighnaq|asanas|karmakshi
kurnool,good result,adoni|srisailam|raichur
baroda,good result,broach|nandod|ia|ashaval|champaner
mombote,good result,bateke_kongo|assan|lefini|ganda
xicaltepec,good result,ou|ia|oxitlan|cuicatlan|po
djirbalgan,good result,yidinjdji
tahna,good result,el_buwit|el_bahnasa|sharuna|minya
kegaska,good result,mecatina_hills|les_blacklands
mianchi,good result,xinan|shanxian|pinglu|xiaxian
qadisiyyah,good result,samawa|kufa|hillah
roanne,good result,semur_en_brionnais|feurs
sagadahoc,good result,androscoggin|kennebec|casco_bay
xizhou,good result,dingcheng|gucheng_xi|zhenyang
butalin,good result,kale|kanna|mingin|wa|amyint
belaga,good result,rejang|plieran
eskalapia,good result,oral|ouasioto|cuttawba|oral|scioto|ethapetha|assereniet
muscotnetcong,good result,ia|assunpink|tohickon|epe|epe
villarcayo,good result,miranda_de_ebro|ye|fez
hogdal,good result,ia|sveg
mahoning_oh,good result,allegheny|saucunk|captina
amiskwaciwiy,good result,titaga|amisk_sipi|amisk_sakahikan
longtang,good result,jyekundo|derge
liangxian_ruzhou,good result,haifeng|jiaxian|songzhou_songzhou
dahrur,good result,bir|qandhar|nander|pathri|ausa
donglan,good result,duyang|nadi
oskemen,good result,shemonayevskoye|shar|zyryan
kuujjuaq,good result,koskoak|alukpaluk_bay
cazombo,good result,kazembe|kisenga|masiko
hoilkut,good result,oohl
taposa,good result,ia|quizquiz|hof|quigualtam|anilco
baba,good result,daule|jama|panzaleo
keren,good result,asmara
chilga,good result,kosoge|gilgel_beles|guba|matamba|al_rusayrisi
cukataw,good result,calli|bolghar|zainsk
fushun,good result,luzhou|neijiang
uiju,good result,wau|abe|sakju|yalu_river_mouth|dandong|kuandian|ia
jiangxia,good result,kaf|hanchuan|huanggang|ia|ye|huangpi|wuchang|jinkou
hpa_an,good result,martaban|thaton|papun
bad_rock,good result,hungry_horse
wolow,good result,glogow|gora|legnica|wroclaw|ia|sroda_slaska
qianhua,good result,ningdu
al_madar,good result,abdas|hoveyzeh
wahemen,good result,nichicun|misask|naococane|otish_mountains
kherla,good result,gondwana_hills|nimar_mountains
ust_kishert,good result,kungur|suksun|archit|sverdlovsk_forest_1
ar_rabb,good result,al_anbar|hit
fresnes,good result,saint_mihiel|verdun
tis_reka,good result,nazimovo|selo_yartsevo
tupiza,good result,aucanquilcha_volcano|ia|camataqui
basra,good result,abdas|al_qatr|suq_al_shuyukh|iiq|zuwayr|muhammerah|epe
nyemo,good result,gangdise6|gongkar|rinpung_yarlung
molchanovo,good result,kolpashevo|melnikovo|ket|pervomayskoye
mongkawng,good result,mongyang|myitkyina|manmaw
waluulapam,good result,ou|umatilla|mamachatpam|alpo_wa
porjus,good result,socksjock|sarek
atchafalaya,good result,bulbancha|itihumma|ou|opelousa|ou|ciwat
sohagpur,good result,amarkantak|beohari
mangala,good result,nyikina|gooniyandi
trevoux,good result,macon|haga|villars
ziqwala,good result,central_west_ethiopian_mountains|barara
sunapee,good result,ani|wantastiquet|ia|ottauquechee|ia|ou|ompompanusooc|ia|ia|ia|monadnock|ani|ammonoosuc
kasakaupuyau,good result,koskoak|wayustikw|otelnuk
saint_marceilin,good result,grenoble|romans
wigwomadensis,good result,masolian|oma|wdpesek
tavsanli,good result,domanic
kineo,good result,aso|ou|ye|katahdin|rho
forcalquier,good result,aix_en_provence|apt|ye|castellane|sisteron|barjols
tukuringra,good result,gilyuy|tynda|djee
tanico,good result,tula_ark|tutilcoya
malongtalang,good result,nanan|pingdian|yuanjiang_yuanjiang
cologne,good result,bonn|neuss|solingen
xie,good result,nanan|yimen|pingdian
byadi,good result,ryn|byanye|ou|khatas|kele
namunka,good result,tuy|noto_ussuri
drama,good result,serres|rentina
kaiabi,good result,xingu_amazon_jungle|apiaka_jungle|kura|kajabi|apiacas|ikpeng
ust_labinsk,good result,tbilisskaya|belorechensk
nikopol,good result,turnu_magurele|zimnicea|gigen|cherven
nambikuara,good result,marmainde|anunsu|guarasugwa|kabishi
hadishahr,good result,mardanaqom|azok
odoli,good result,lake_jingpo
quito,good result,ia|imbaguarbak|ou|wej|mindu|ami_mountains
ciudad_real,good result,almodovar_del_campo|calatrava|fez|malagon
dholka,good result,danduka|ashaval
kittila,good result,ia|pajala|ia|nunnanen|ia|korvala|sodankyla
aldan,good result,tommot|ugoyan
cahama,good result,kassinga|ondjiva
waswanipi,good result,waswanipi_lake|opawica
nac_nanuk,good result,almenara|itaratim|jequitinhonha_delta
maksatikha,good result,gorodetsk|smerdyn|udomlya
trysil,good result,idre|elverum|norway_wasteland_a
schweinitz,good result,wittenberg|torgau|annaburg
millinocket,good result,piscataquis|katahdin
nikolskoye_kema,good result,lake_beloye
mehkar,good result,illichpur|pachora|basim|akola
waaninaawangang,good result,obishikokaang|wabigoon_uplands
nicalaax,good result,cokuurdaax|vorontsovo
shuryshkar,good result,voikar|obdorsk|shchuchya|siberian_wasteland_11
sosnytsia,good result,horodnia|melnya|verba
lukassi,good result,kassengue|golo_muiassa|mussimi|moana_mpafu
ostroleka,good result,rozan|lomza
kothagudem,good result,rekapalle|rampa|mangapet|ye|ryn
kaulas,good result,balkonda|medak|bidar|qandhar
kitigan_zibi,good result,baskatong|picanoc
ranthambore,good result,sheopur|mangrol
belin,good result,ye|bazas|bordeaux
qufu,good result,zouxian|ziyang|sishui
novaya_pokrovka,good result,semidesyatnoye|ostrogozhsk
warsaw,good result,zakroczym|czersk|sochaczew|kamieniec
taseyevo,good result,ou|kazachinskoye|yemelyanovo|pashino|chunoyar|aban
boanawari,good result,millewa|meru
dorogobuzh,good result,demensk|shui|dukhovshchina|izdeshkovo
khani,good result,katugino
barkdiz,good result,merv|pandjih
odintsovo,good result,moscow|bronnitsy|zvenigorod
yeonsan,good result,jeonju|jinan|yeongdong|hansan|ye
rawatsar,good result,sarsuti|bhatnir|suratgarh
batang,good result,markham
wycombe,good result,windsor
suyunduk,good result,namjan|ishkul|kumak
liubeshiv,good result,nobel|ia|tes|ratne
teionontatatie,good result,oneonta|ia
chakangrao,good result,nakhon_sawan|phayuhakhiri|sra_luang|tak|nakhon_chum
ansongo,good result,gao|kukiya
bata,good result,berato|evinayong|bwambe|maan_jungle|punta_de_campo
kotabumi,good result,menggala|tiyuh_tuha
khoiniki,good result,kalinkavichy|belaya_soroka
valka,good result,aluksne|valmiera
bunji,good result,skardu|gilgit|chilas|hindu_kush10
clermont_en_argonne,good result,menehould|grandpre|verdun
sakambunje,good result,kisenge|muconda|saurimo|kadinbola
maubin,good result,myaungmya|dala|naungyo|danubyu|mus|western_irrawaddy_delta|wa|eastern_irrawaddy_delta|wa|ye|deo
sondor,good result,choccalpata|paqwayranra|auccapana|willka_pampa
dursunbey,good result,adranos|harmancik|mihalic
suomussalmi,good result,sotkamo
megiscane,good result,obaska
duolundu,good result,drichu|jilibulake|dalungsai|chodrak
yerema,good result,dyrashnichikha|os_kino
ratne,good result,liubeshiv|shatsk
linxiang,good result,xindi|puqi
xungake,good result,achan
amadiya,good result,hakkari|akre|ye
malakand,good result,bajaur|baligram
beloe,good result,ust_sheksna|poshekhonye
baima,good result,baicang|meda|shaoyang|ia|wenje|kem|otun|abe|oban
tavira,good result,ou|mertola|ou|ayamonte
tocantis,good result,parkateje|pyti
mankon,good result,nkambe|cameroon_mountains
chandrawip,good result,ye|ia|barguna|kotalipara|ye
ipire,good result,guanipa|kai_kara
tanana,good result,grant_creek|manley
jefferson,good result,dembimbosaage|tukudika
gegou,good result,yishui|linyi
mahkato,good result,lahontan|minnetonka|chanshayapi
aklera,good result,sarangpur|kota
tesechoacan,good result,iztachacalapan|ou|texistepec
nyikina,good result,nimanburu|mangala
sultanonu,good result,bozan|kutahya
gisors,good result,chaumont_vexin|mantes|louviers
erding,good result,freising|rottenburg|ryn
tsimanes,good result,madeira_amazon_jungle|takana|altamachi_jungle
lauenburg,good result,hamburg|fez|dannenberg|winsen
udayagiri,good result,nellore|kavali|penchalakona_hills|cuddapah
ansbach,good result,weissenburg
luapula,good result,mukalombo|ye|lusongui|ars|fez
talok,good result,pakokku|pagan|leh|pinya|amyint|ou
gulmi,good result,ia|epe|takam|tansen
tereshkovichy,good result,liubech|dobrush|epe
wiccacon,good result,chowanoke|kehaukee|cherohenaka_nc|ia|po
tala_mugongo,good result,mumbos|minungo|kafsanji
bamu,good result,mubami|purutu_island
sanniquellie,good result,mesurado|guinean_jungle|bopolu|beyla|touba
makhabn,good result,ijathibe_wapta|insaombi
ballardong,good result,whadjuk|jawan|yabro|ye
charka,good result,yamparaez|ou|chuwi|mizque|arque
wichi,good result,ia|jujuy|niyaj|eben_ezer|shichaam|alpu|yungas
kupka,good result,omchikan_range|tala|magadan_range
nadia,good result,chandrabad|pandua|ilambazar
segura_de_la_sierra,good result,cazorla
attikamagen,good result,petitsikapau|hamilton_highlands|lake_petitsikapau
mopeia,good result,quelimane|boror|chindre|chupanga|sena|chamo
rovdino,good result,velsk|ayr|vaga|ani
dambi_angonga,good result,berbela|munza
dabarqi,good result,fazughli|singa|al_rusayrisi|karkuj
khomani,good result,nakop|hawoben|nas|kaxarari
gilyuy,good result,mogot|tukuringra
escatawppa,good result,mobile|tombigbee|tohome
iwo,good result,ikorundu|ogbomosho
keonjhar,good result,khiching|jyotipur|ghatgaon
ijebu_ode,good result,epe|ife
izhma,good result,ust_tsilma|ukhta
tanjungpuri,good result,ia|banua_lawas|mon|borneo_jungle2
hejin,good result,xiangning
ovimbundu_kongo,good result,kuemgo|kuilembi|sambo|bailundo
curahuara,good result,callapa|sicasica|matarjawira|sura
niani,good result,dieribakoro|kaba|garalo
morrinhos,good result,cayapo|javaes|goroti_kumrenhtx|araripocone|bororos
shiquan,good result,hanyin|xixiang
coacoachou,good result,mecatina_hills|mecatina_islands
fermoselle,good result,yecla_de_yeltes|zamora|alba_de_aliste|miranda_de_i_douro
xiapi,good result,ou|suqian|xinyi|yizhou_tengzhou|lanling|tancheng
ileza,good result,alferovskaya|shangaly
matoueska,good result,quyon|kitchissippi|kinozhesipi
kasuswapaskau,good result,natuak|koskoak
njoko,good result,nalolo|bombwi
horodnia,good result,chernihiv|sosnytsia|ia|horodnia|otun|ani|epe|ye|ani|oban
chitral,good result,ely|mulkhow|urtsun
darumbal,good result,hayami|kanolu|yeppoon_coast
chelm,good result,grabowiec|ugrovesk
savalou,good result,sabe
huju,good result,samsu|ia|donggo|ath|linjiang_jurchen
kutahya,good result,aslanapa|sultanonu|inonu
bakairi,good result,fez|xingu_amazon_jungle|ou|ikuiapa|kuhikugu|kajkwakratxi|kura|boe|awen|xavante
menghai,good result,menglei|jinglong
kerki,good result,khamyab|kelif|khoja_idat_kala
kavali,good result,nellore|udayagiri
wittlich,good result,cochem|castellaun|trier
aikana,good result,kwaza|latunde|sabanes
kasembe,good result,pemba|sam|kombomba
suian,good result,shexian
sekadau,good result,sanggau|sepauk|sintang
coatzacoalco,good result,coatzacoalcos_bay|texistepec
bosobolo,good result,boali|bangui|congo_jungle|ouaka|krebedje|mobaye
kolomna,good result,koshira|vysokoye|perevitska
zonda,good result,nas|jachal|ia|huanacache|ye|ullum
kamilaroi,good result,marbul|ngarbal|wigal_wollumbul|strzelecki_desert
chateau_porcien,good result,orchimont|reims|rethel
herat,good result,karokh|pushang|ia
tembue,good result,massanza|kaphirintiwa
jagdalpur,good result,kotpad|malkangiri|bastar|kondagaon|nes
hisar,good result,bathinda|hansi
niurba,good result,ye|ou|tonguo|kyundyade|arangastakh|sayylyk|bysyttakh
umngazi,good result,dedesi|umzimvubu_mouth
badong,good result,zigui|wushan
hadjer_haddid,good result,am_dam|kebkabiya|kujunung
karaj_abi_dulaf,good result,khondab
bares,good result,mariua|manaos
holic,good result,mistelbach|hradiste|bratislava
karabul,good result,soroca|orhei|drahushiv|ibb|iagorlic
opiticiwan,good result,oskelaneo|wemotaci
bodbe,good result,gagi|hereti|rustavi
rapayan,good result,huari|japallan|manchac
konstantinovsk,good result,shakhty|semikarakorsk
manturovo_kursk,good result,kursk
umbu,good result,ou|nandeva|tupancireta|oral|patos|jacui
ahe,good result,purus_amazon_jungle|yjxa|wara
baramulla,good result,ganderbal|ou|aoe|udabhanda|can|kular
hukou,good result,dehua_jiujiang|pengze|ye|susong|ye
penatuka,good result,tchokana|kwaaru
eruh,good result,hasankeyf|cizre|sirnak
kherameh,good result,zarqan|lake_tashk
izeh,good result,masjed_soleyman|andika|dehdez
ambaca,good result,calumbo|dondo
quz_rajab,good result,kassala|ed_damer|al_matamma
ljubljana,good result,novo_mesto|kranj|skofja_loka|ye
koudougou,good result,kirikongo|bankuy|boromo
kranj,good result,lasko|ljubljana|bled|skofja_loka
donzy,good result,st_pierre_de_moutier|montargis
lukenie,good result,lubefu|mabale
wahin_wakpa,good result,mutsisooni_yohe|chinali
binchuan,good result,jinshajiang|dayao
abutua,good result,dambwe|bumbuzi
ebeex,good result,ia|sybaatayy|ye|yukaghyr_upplands2|ob
saarburg,good result,luxembourg
skitsetsen,good result,okanagan|scw_exmx|sk_atsin
tsa_tinne,good result,unjegah|chinchaga|southern_plains
taihe,good result,yingzhou|xiangcheng
tlazazalca,good result,zula_michoacan|angamacutiro|ia|tlazazalca|kem|otun|ye|ia|oban
siklos,good result,vaska
velizh,good result,aoe|ye|ye|epe|mikulino|ilyino
zhanggu,good result,dartsedo|geshitsa
gualeguas,good result,masacuajulam
cangxi,good result,langzhong|puan
kozle,good result,opole|strzelce_opolskie|raciborz
scqescilni,good result,kaniksu|snt_t_ulix|n_pooh_le
damanhur,good result,alexandria|ramsis|ye|rashid|el_mahalla|menouf
arua_amazon,good result,santana_island|vieira_grande_bay
karpus_mahal,good result,chakma|kaptai
hulu_musi,good result,barisan_mountains2|bingin|ou
ede,good result,ife|ilesa
kelyuyekyan,good result,ou|argaxtaax|andryushkino|ynakh|abe
peewareewa,good result,ahsenisiipi|amonokoa|wyaconda|moingwena|coiracoentanon
yambasa,good result,ou|sanaga|yoko|batchingou|eseka|edea
marapa,good result,pocasse|matootonha
rupharupha,good result,huacrachuco|rey|kotosh|ye|kachi
caete,good result,pankararu
munza,good result,berbela|dambi_angonga|kuitonga|oando
savonranta,good result,olofsborg|orivesi|abe
balj,good result,onon|baldan_bereeven|kyra
hardoi,good result,khairabad|lucknow|nahil
asni,good result,manikpur|kara|korra
gromatukha,good result,birma|tygde|dep
macuze,good result,boror|west_lomwe|quelimane_river
pisek,good result,husinec|benesov|beroun
carmacks,good result,kucha|pelly_faro
xerente,good result,ou|acroas|gameleira|funil|akwe|mansinha|gurupi
bershty,good result,lipsk|merkine|grodno|eso|masty
tanalyk,good result,namjan|ishkul
machang,good result,xilong|bada|huangcaoba
nemasca,good result,kaipeshimushich|kapitukamach
zhaozhou_jurchen,good result,boduna|hulawen|talaha|huolin
barretos,good result,sapukaia|caiapo|jaboticabal|uberaba
casiste,good result,talisi|caxa
heishui,good result,wenshan
bengy,good result,mahabo|rezoky
cheremkhovo,good result,osinsky|altay_forest_wasteland_3
rohatyn,good result,ou|buchach|tysmenytsia|zhydachiv
ballymore,good result,athlone|lough_ree
jixian,good result,xunxian|guzhou|xinxiang
paranaiba,good result,ou|porekry|ofaie|valparaiso|tanabi|iranmranhre|bororos
villalba,good result,lugo
khoai_chau,good result,vu_ninh|trang|bo_hai_khau
karluk_peak,good result,qw_ewt
puyang,good result,changyuan|dongming|jiyin|juancheng|fanxian
sysma,good result,jyvaskyla|paijanne
ajayameru,good result,ia|ye|himalaya8|wa|champavati|askot|kanchapur
fengdu,good result,fuzhou_sichuan|linjiang
targu_neamt,good result,roman|cotnari|suceava
kushita,good result,kitungula
kerbi,good result,amgun|dukin|imilen
oryahovo,good result,corabia|gigen|lom
kalmyk,good result,terekti|kulagin|ia
glommadal,good result,kongsvinger|elverum
komarom,good result,nitra|ia|samorin|nes|esztergom|tata|awa|gyor|baud|ia
matope,good result,mbewe|nyangu
