location,status,good_results
fuchuan,good result,linhe|fengcheng|guiling
fuchuan_ningxia,good result,yingli|kangu|lanzhou|lutang
fuentiduena,good result,aranda_de_duero
fufeng,good result,meixian|qianzhou|zhouzhi
fugu,good result,hebin|shenmu
fuliang,good result,wuyuan_huizhou
fumin,good result,kunming|luquan
fundeku,good result,nana_kandungu|sesheke
funing_huaian,good result,shanyang_huaian|jiangsu_coast
funtua,good result,birnin_zamfara|gusau
fuqiang,good result,ningyuan_gongchang|chengji
fura_dos_araiolos,good result,amazon_jungle|wayampi
furo_santa_maria,good result,furo_santa_maria
furstenberg,good result,villingen|stockach
fushu,good result,daning_pingquan|huihe|enhua
fushun,good result,luzhou|neijiang
fuwa,good result,rashid|el_mahalla
fuyang_hangzhou,good result,hangzhou|xiaoshan|tonglu
fuzhou_sichuan,good result,changshou_changshou|wulong|fengdu
gaaigosode,good result,yshyr|totobiegosode|ayoreo_forest|yshyr_forest
gaamiskwaabikaang,good result,chequamegon_bay|nemadji
gabin,good result,plock|gostynin|sochaczew
gabun,good result,olenda|nyanga|loeme|ncando|lope
gabun_jungle,impassable,
gadag,good result,koppal|kundgol
gadchiroli,good result,wairagarh|aheri
gadegara,good result,gumus|bafra
gadwal,good result,srisailam|raichur
gaeju,good result,deokju
gagi,good result,khunani|bodbe|tbilisi
gagraun,good result,mandsaur|bhanpura|agar|sarangpur|ye
gahato,good result,wappasening
gakona,good result,slana|klutina
galibal,good result,ngarbal
galinhas,good result,sherbro_island
gambaga,good result,bawku|tiebele|daboya|paga
gambaru,good result,marte|lahe
gambela,good result,gore|pibor
gambia_river_mouth,no river,
gambo,good result,wej|maldarede
game_ti,good result,hottah_ti|tlicho_uplands|rae_lakes
gameleira,good result,porangatu|arraias|funil|xerente|gurupi
gampola,good result,kandy
gan_gan,good result,gaiman|nahuelpan
gana,good result,makgadikgadi|deti
gana_damate,good result,bankutu|bendi
gananoque,good result,toniato|bay_of_quinte
ganaraska,good result,quinte|otonabee
ganatchio,good result,pelee_island|lake_st_clair|ganatchio|otun
ganda,good result,mombote
gandamak,good result,alishang|kohi_safi
ganden_delingshar,good result,dargyeling|sakya
ganderbal,good result,pulawama|baramulla
gandikota,good result,vempalle|gutti|porumamilla
gangadvara,good result,piran_i_kaliyar|devprayag|kalsi|thalisain
ganggalida,good result,waanyi|nguburinji|gayardilt
ganggye,good result,chosan|donggo
gangtok,good result,dalingkot|tsunthang
ganh_rai_bay,seazone,
gani_koe,good result,misekumaw|lake_athabasca
gannata_giyorgis,good result,tadbaba|debre_libanos
ganxian,good result,yudu|wanan
ganyushkino,good result,krasny_yar|caspian_sea17
ganze,good result,nyarong|manigango
gao,good result,tondibi|ansongo
gaoan,good result,fengcheng|xinjian|shanggao
gaocheng_suizhou,good result,tonghai|minggang
gaoyao,good result,duanxi|jinkang|gaoming|sanshui
gaoyuan_jinan,good result,boxing|qidong
gap,good result,sisteron
gapsan,good result,samsu|bukcheong
gapyeong,good result,chunju|yangju
garadoume,good result,deoule|alkalawa|birni_lalle
garalo,good result,mandiana|niani|massigui
garbahare,good result,dolo
gardez,good result,ghazni
garengaze,good result,kuzinde|msassa
garha,good result,chauragarh|mandla
gari,good result,sosva|ponil|tabory
garibams,good result,ai_ais|orange_river_mouth
gariep,good result,umsobomvu|sinqu|karee
garingbal,good result,builoo|gayiri
garmisch,good result,schwaz|tolz
garmsir,good result,bost|banader
garreh,good result,north_dahalo|north_sakuye
gartok,good result,rala
garu,good result,wanuco_marka|chiquia
garwolin,good result,stezyca|czersk
gashowu,good result,pitkachi|sierra_nevada_s
gattaran,good result,tubigarao
gaur,good result,pandua_adina|godagari|chandrabad|jangipur
gavlebukten,seazone,
gawakomitigweia,good result,mnisaton|mihkwakamiwi_sipiy|manomin|pembina
gawilgarh,good result,asirgarh|iide_mountains
gayardilt,good result,ganggalida|nguburinji|mingin_australia
gayiri,good result,barna|kanolu|garingbal
gayny,good result,kirs|perm_forest
gayo_lues,good result,karo|south_aceh_jungle
gayon,good result,barquisimeto|guanare
gazanjyk,good result,faraveh|karakum_desert2
gdov,good result,lake_peipus|ivangorod
geba_estuary,seazone,
gebergeyel,good result,shikashin|namjan
gechak,good result,jang_tana|karma_densa
gediz,good result,kula
geertruidenberg,good result,hertogenbosch|tiel|rhine_estuary
gefle,good result,heby|hedesunda|gavlebukten
gegong,good result,dzagyal|mangge
gegou,good result,yishui|linyi
geldern,good result,cuijk
gembu,good result,kontcha|nkambe|bankim
gemerek,good result,kayseri|sarkisla
genc,good result,bingol|palu
gendebelo,good result,sharka
generostee,good result,keowee|kosalu|tugaloo
geneve,good result,lake_geneva
gengdang,good result,menglei|jinglong
gengma,good result,mengmeng|baotong|mengban_weiyuan
georgia_strait,seazone,
gerdauen,good result,konigsberg|brandenburg_prussia|insterburg|wehlau
gerede,good result,cerkes|koroglu_mountains_1
gereshk,good result,bost|musa_qala
gerger,good result,keban|malatya|kahta
gerik,good result,sankalakhiri_range|beruas|manjung
gerit,good result,borborud|andimeshk
gerze,good result,gumus|boyabat|cape_sinop
geshitsa,good result,zhanggu|yungdrung
geumseong,good result,hoeyang|nangcheon
gex,good result,belley
geynyan,good result,barunggam|turrbal
gharm,good result,wesgird|daroot_korgon|sangvor
ghasipura,good result,jajnagar|bhadrak|ghatgaon
ghatgaon,good result,keonjhar|ghasipura
ghatsila,good result,hijli|raipur_bengal|kharsawan|baripada
ghazipur,good result,buxar|mau_jaunpur
ghazni,good result,gardez|zarghun_shahr
ghent,good result,oudenaarde|sint_niklaas
gheorgheni,good result,eastern_carpathians6|reghin
ghotki,good result,nawakot|aror|kashmore|rajabar
giannitsa,good result,gynaikokastro|thessaloniki|prosek
gichthanne,good result,lewekeomi|tywhapita|aaboukingon|aankwaahsakwa|patoka
gidhaur,good result,monghyr|roh
gien,good result,montargis
gigen,good result,turnu_magurele|oryahovo|nikopol
gilgel_beles,good result,chilga|guba
gilgit,good result,bunji
gilyuy,good result,mogot|tukuringra
gimje,good result,jeonju|cheonsu_bay
ginebig,good result,kayeskikan|mathoskabde
ginoogaming,good result,aguasabon|watistiguam
gioro,good result,quibdo|tatama
girgir_cape,seazone,
gironde,seazone,
gisors,good result,chaumont_vexin|mantes|louviers
gitxsanimaax,good result,k_alii_xkalaan|lax_kw_alaams
giurgiu,good result,lichiresti|zimnicea
giza,good result,tarrana|menouf|qalyub|beni_suef
glaz,good result,gradiski_brod|doboj
glogow,good result,kozuchow|wolow
glommadal,good result,kongsvinger|elverum
gloucester,good result,bristol|cheltenham|severn
glushkovo,good result,putyvl|sudzha
gniew,good result,tczew|nowe|malbork|kwidzyn
goalpara,good result,barpeta|dhubri|guwahati|dura
goaso,good result,dormaa|abengourou
gobindpur,good result,katrasgarh|shergarh
gochacalla,good result,kotosh
godagari,good result,birampur|gaur|naogaon|chandrabad
gode,good result,kelafo|limey
gogai,good result,barunggam|bigambul
gogodala,good result,mubami|tabo_jungle
gokak,good result,mudhol|belgaum|raybag
goksun,good result,elbistan|middle_taurus_5|middle_taurus_5
goleniow,good result,gryfow|stettin_lagoon
golere,good result,sioure|salde
golmin_salggiyan,good result,hoifa|sunggari
golo_muiassa,good result,lukassi|dibue
goly_karamysh,good result,kamyshin|rovnoye|ukek
gombe,good result,bi_pi|ou
gomel,good result,rechytsa|streshyn|kholmyech
gomene,good result,saaka|fernao_veloso_bay
gomsi,good result,bengmara|dibrugarh|sadiya|malinithan|siang
gonda,good result,bahraich
gondokoro,good result,kangen|rejaf|acholi
gonen,good result,balya|lake_manyas
gonga_chode,good result,dingri|himalaya12|chainpur
gongan,good result,liyang_lizhou|anxiang|shishou|zhijiang
gonganbao,good result,gurbantunggut|qanbalik
gongjiang_jurchen,good result,yushu|girin_ula
gongju,good result,cheongju|boryeong|hansan
gongkar,good result,lhasa|nyemo|samye
gongshan,good result,zhiziluo|mengung|himalaya21|gaoligongshan2
gongxian,good result,mengxian|xingyang
gonjo,good result,tangkya
goodpaster,good result,deltana|tanacross|central_forest
gooniyandi,good result,mangala|jaru|oladjau|bunuba
goppingen,good result,tubingen|stuttgart
gora,good result,wolow
goraghat,good result,rangpur_bengal
gorakhpur,good result,rudrapur|binayakpur
gordes,good result,manisa|kula
gore,good result,ilimo|gambela|naser
gori,good result,mtskheta|akhaltsikhe
goris,good result,kashatagh|kapan_armenia|kaleybar
gorkovskoye,good result,tara|omsk|kolosovka|kyshtovka
gorodets,good result,nizhny_novgorod|rastyapino|vasilyeva_sloboda
gorodetsk,good result,yezsk|maksatikha
gorodishche,good result,penza|shemysheyka|russky_kameshkir
gorodishna,good result,nyuksenitsa|ledengskoye
gorodok,good result,brody_tver|zubtsov
gorodovikovsk,good result,lake_manych
gorokhovets,good result,meshchersk|yaropolch
gorongoza,good result,chiveve|masekesa|zembe|mbombona
goronyo,good result,talata_mafara|alkalawa|birni_nkonni|surame
goroti_kumrenhtx,good result,itapirapua|javaes|araripocone
goroz,good result,kashatagh|beylagan|kaleybar
gorrones,good result,vijes|umbra
gorzow,good result,chojna|torzym|skwierzyna
gostynin,good result,kowal|gabin
gotheye,good result,dargol
gottingen,good result,einbeck|muhlhausen
goudel,good result,boubon|libore
goulfey,good result,mser|makary
goundam,good result,kabara|tindirma
goundi,good result,sarh
goupingguan,good result,xicheng|ziyang_xingan
gourdon,good result,figeac|turenne
gourma_rharous,good result,bamba|kabara
gouveia,good result,curvelo|pirapora
gowtano,good result,nooherooka|pamticough
goynuk,good result,atpazari|sogut|akyazi
grabow,good result,dannenberg
gradac,good result,pate|uzice|arilje
gradiski_brod,good result,dubica|glaz
grand_bassam,good result,assinie|ebrie_lagoon
grand_lahou,good result,toumodi|bandama_river_mouth
grande_delta,seazone,
grande_floripa_bay,seazone,
grande_mouth,seazone,
grandpre,good result,rethel|clermont_en_argonne
grange,good result,malung|soderbarke|floda
granite,good result,deer_lodge|missoula
grant_creek,good result,birches|tanana
grass_creek,good result,hot_springs
gratesk,good result,skelleftea|arvidsjaur|akkajaur
gray,good result,auxonne|vesoul
grayling,good result,deloy_ges|deg_xit_an_forest|kaltag
graz,good result,leibnitz|leoben
grenland,good result,skien|kongsberg|flesberg
grenoble,good result,chambery|saint_marceilin
gresi,good result,iau_jungle
gresik,good result,tuban_java|maduna
gribingui,good result,sarh|ndele
griekwastad,good result,siyancuma|ka_aub
griesbach,good result,landau|burghausen
grigoropolisskaya,good result,uspenskoye|shad_kirman
grodno,good result,bershty
gromatukha,good result,birma|tygde|dep
gruzino,good result,novgorod|soltsy_kirishi|chudovo
gryfow,good result,chojna|stettin|goleniow
guachoyo,good result,quigualtam|tunica|anilco|ayays
guadalupe,good result,jaraicejo|valverde|puente_arzobispo
guadual,good result,arauca|cubara|sarare
guaduas,good result,guarinoes|colombayma
guaiana,good result,ponta_grossa
guaitaka,good result,sao_fidelis|paraiba_delta
guaja,good result,saraua_jungle|tapuitapera|guajajara|krenye
guajajara,good result,guaja|caru|canela_apanyekra|arariboia_jungle
guajara,good result,krenye
guajobos,good result,arauca|kai_kara|apure
gualeguas,good result,masacuajulam
gualeguay,good result,pairindi|mbegua
guamontey,good result,guarico|guaquire|kai_kara
guana,good result,pantanal_swamp|ayvu_pora
guanambi,good result,ipueira|ibotirama|xakriaba
guanare,good result,gayon|guaquire|guaritico|hacarigua
guanay,good result,caupolican|altamachi_jungle
guancheng,good result,yuancheng|linying
guancheng_zhengzhou,good result,wuzhi|xingyang|yuanyang|zhongmu
guangchang,good result,nanfeng
guanghai_bay,seazone,
guanghua,good result,wudang|fancheng
guangji,good result,huangmei|yongxing|dehua_jiujiang|ruichang
guangnan,good result,bangban|zhehong|nanlang
guangsuoling,good result,annan|xibao|zhenning
guangze,good result,shaowu
guangzhou,good result,dongguan|zhengcheng
guanipa,good result,ipire|caroni|aro|kai_kara|cachamay
guantao,good result,yuancheng|qinghe|xiajin
guanzhou,good result,pixian|wenchuan|jinyuan
guaquire,good result,guarico|guamontey|apure|guanare|guaritico|hacarigua
guarapuava,good result,ponta_grossa|palmeira_brasil|mafra|taquara|campo_mourao|iguazu
guarasugwa,good result,guarasugwe|tawande|nambikuara|guarasugwe_forest
guarasugwe,good result,sakirabia|guarasugwa|guarasugwe_forest
guaratingueta,good result,lorena|taubate
guarayo,good result,guarasugwe_forest|paikoneka|bia_mbya|mbia|cayuvava
guarico,good result,cura|guamontey|guaquire
guarinoes,good result,ondaimas|guaduas
guaritico,good result,guaquire|apure|guanare|barinas
guarzo,good result,tahamies|epe
guastalla,good result,casalmaggiore|mantova|ostiglia
guatacuba,good result,ava_canoeiro|crixas|arraias
guato,good result,ytykyra|pantanal_swamp|otuques|boe
guaviare,good result,caguan|ariari
guayabitos_coast,seazone,
guayaquil,good result,daule|huancavilca_gulf
guayupes,good result,ariari|sumapaz_maountains
guazacapan,good result,chiquimula
guazoco,good result,acuera|uriparacoxi
guba,good result,gilgel_beles|chilga|fazughli|al_rusayrisi
gubakha,good result,lysva
guben,good result,torzym|lebus|krosno_odrzanskie
gubio,good result,marte
gucheng,good result,wudang|xiangyang
gucheng_jingzhou,good result,tiaoxian|qinghe|lingzhou_dezhou
gudamalani,good result,chandravati|siwana|great_rann_of_kutch
gueiquesales,good result,muruam|tu_sis_nde
guelengdeng,good result,bousso|pouss
gueme_sangan,good result,labe|timbo|konkoure|tuba|boke|rio_pongo
guenoa,good result,yacegua|guenoa|otun
gueret,good result,aubusson|bourganeuf
gugu_badhun,good result,burdekin|puruga
guichi,good result,huaining
guichita,good result,nigitai|tawakoni
guide,good result,chabcha|amnye_machen|sailahai|gushan|jishi
guidong,good result,guiyang_chenzhou|wanyangshan
guiling,good result,fuchuan
guiping,good result,wuxian_liuzhou|luoxiu|pingnan
guiratinga,good result,araguaia|po|awen|areia|araes
guise,good result,saint_quentin|abe|otun
guishan,good result,dongguan|khuzhupai|boluo
guixi_guangxin,good result,yiyang_guangxin|anren_raozhou
guiyang_chenzhou,good result,guidong|xiuning
guiyang_hengyang,good result,changning|xincheng|qiyang
guizhou_xunzhou,good result,ningpu|luoxiu
gujrat,good result,eminabad|bhimber|kohtali|khewra
gulbene,good result,aluksne|rauna
gulf_alexandretta,seazone,
gulf_gonave,seazone,
gulf_izmit,seazone,
gulf_martaban,seazone,
gulf_mersin,seazone,
gulf_of_bothnia,seazone,
gulf_of_danzig,seazone,
gulf_of_riga,seazone,
gulf_saros,seazone,
gulf_smyrna,seazone,
gulf_venice,seazone,
gulin,good result,zizhou|shaxi|dagu_shunyuan|yongning
gulja,good result,almaliq|nilka|tokkuztara
gulmi,good result,takam|tansen
gulshara,good result,tasuktul|kyzylkorgan
gulya,good result,tupik|larba|chilchi|aldan_upplands1
gumbaynggirr,good result,wadjar|bundjalung|burugardi
gumbinnen,good result,insterburg|wehlau|wegorzewo
gumus,good result,gadegara|corum|tosya|boyabat|gerze
guna,good result,sironj|chanderi|sipri|shahabad
gunaaxoo,good result,yaakwdaat
gunma,good result,hanzawa|tone|nitta
gunnaur,good result,sambhal|kol
guntur,good result,macherla|peddapalli|kondapalli
gunung_sahilan,good result,kampar
gunza_coast,seazone,
gunzburg,good result,erbach_swabia|dillingen
guramal,good result,tharawal|jerrinja
gurgaon,good result,kol|delhi
gurghiu,good result,targu_mures|reghin
gurgueia,good result,timbira|itaueira|manuais|aroas
gurindji,good result,jaru|kija|ngarinman|tanami_desert
guriri_coast,seazone,
gurkyang,good result,tewo
gurupatuba,good result,amazon_jungle|prainha
gurupi,good result,porangatu|gameleira|xerente|itya_mahadu
gusau,good result,birnin_zamfara|funtua|birnin_gwari
gushan,good result,guide|jishi|dingqiang
gutian,good result,minqing
gutti,good result,gandikota|anantapur|rayadurga
guugu_yimidhirr,good result,kokowarra|wujal_wujal|mutumui
guwa,good result,maiawali|wanamara
guwahati,good result,bordowa|goalpara|daboka
guwan,good result,xuanhua_nanning|chongshan
guzelhisar,good result,balat|cine|nazilli
guzhang,good result,yuanling|baojing
guzhou,good result,lantu|xiajiang
gwalior,good result,narwar
gwangju,good result,jipyeong
gwaram,good result,bauchi
gyama,good result,lhasa|drigung
gyamda,good result,zhokha|nyainqentanglha2
gyanema,good result,toling|khyunglung
gynaikokastro,good result,giannitsa|kilkis
gyor,good result,samorin|komarom|magyarovar
gytgomkyvamm,good result,konchalyt|o_mnmilin_uplands1
hacarigua,good result,barquisimeto|guaquire|guanare
hacaritamas,good result,simiti|macaregua|curumanao
hachberg,good result,freiburg|offenburg
hacibektas,good result,bozok|bogazliyan
hadishahr,good result,mardanaqom|nazok_olya
haditha,good result,hit|anah
hadiya,good result,fofa|soddo
hadjer_haddid,good result,am_dam|kebkabiya|kujunung
hafik,good result,sivas|zara
haga,good result,shioya
hagwilget,good result,nisga_a|sguuxs|ediziza_forest
hahahae,good result,itaratim|jequitinhonha_delta
hahatououadeba,good result,kinnickinnic|waumandee|odaawaa|wapkawazioju
hahawakpa,good result,kiwigapawa|enookwasaneenah|wapkawazioju|penaca
hailang,good result,mudan_ula|ningguta
hailar,good result,xuguit
hailun,good result,hulan|ougen
hajduszoboszlo,good result,heves|miskolc
hajiabad,good result,urtsun|asadabad_kunar|bajaur
hajipur,good result,mehsi|samastipur|bihar_sharif
hajner,good result,raikot|jalandhar
