locationA,locationB,accessType
bayo_mountain,tastil,land
bayo_mountain,tilcara,land
bayombe,chibango,river
bayombe,hemtine,river
bayombe,tchikunga,river
bayonnaise_banks,bayonnaise_coast_1,port
bayonnaise_banks,bayonnaise_coast_2,port
bayonnaise_banks,bayonnaise_coast_3,port
bayonnaise_banks,combe_coast,port
bayonnaise_banks,kosciusko_coast_2,port
bayonnaise_banks,rotumah_coast,port
bayonnaise_coast_1,bayonnaise_coast_2,sea
bayonnaise_coast_1,kosciusko_bank,port
bayonnaise_coast_1,kosciusko_coast_1,sea
bayonnaise_coast_1,kosciusko_coast_2,sea
bayonnaise_coast_1,tuvalu_high_sea_12,sea
bayonnaise_coast_2,bayonnaise_coast_3,sea
bayonnaise_coast_2,rotuma_high_sea_3,sea
bayonnaise_coast_2,rotumah_coast,sea
bayonnaise_coast_2,tuvalu_high_sea_12,sea
bayonnaise_coast_3,combe_coast,sea
bayonnaise_coast_3,cook_knolls,port
bayonnaise_coast_3,kosciusko_coast_2,sea
bayonnaise_coast_3,macaw_coast_2,sea
bayonnaise_coast_3,tuscarora_coast,sea
bayonne,dax,river
bayonne,elizondo,land
bayonne,saint_jean_pied_de_port,land
bayonne,san_sebastian,river
bayonne,tosse,river
bayono,central_range_mountains,river
bayono,kombai,river
bayono,nduga_jungle,river
bayono,tsaukambo,land
bayramic,can,land
bayramic,canakkale,land
bayramic,edremit,land
bayramlu,cape_yasurt,port
bayramlu,east_pontic_coast,port
bayramlu,giresun,river
bayramlu,mesudiye,land
bayramlu,unye,river
bayramlu,west_pontus_mountains_1,land
bayramlu,west_pontus_mountains_2,land
bayreuth,eschenbach,land
bayreuth,kulmbach,land
bayreuth,pegnitz,land
bayreuth,schesslitz,land
bayreuth,wunsiedel,land
baytak,ilek,land
baytak,kiyl,land
baytak,kobda,land
baytak,temir,land
baytak,uil,land
bayul,edd,river
bayul,horn_deserts,land
bayul,zuqar_island,port
bayyu,djemah,land
bayyu,kafia_kinji,land
bayyu,said_bundas,river
bayyu,tambura,land
bayyu,wau,river
baza,cazorla,land
baza,filambres_range,land
baza,guadix,land
baza,huescar,land
baza,velez_rubio,land
bazarny_syzgan,chamzinka,river
bazarny_syzgan,gorodishche,river
bazarny_syzgan,karsun,river
bazarny_syzgan,nikolskoye,river
bazarny_syzgan,promsa,river
bazarny_syzgan,saransk,river
bazarny_syzgan,troitskoye_kuroedovo,land
bazaruto_archipelago,chibuene,port
bazaruto_archipelago,mambone,port
bazaruto_archipelago,mozambique_channel7,sea
bazaruto_archipelago,mozambique_channel8,sea
bazaruto_archipelago,sofala_bay,sea
bazas,belin,river
bazas,benauges,river
bazas,lectoure,river
bazas,marmande,river
bazas,nerac,land
bazas,sauveterre_de_guyenne,river
bazer_sakhra,burg_bu_mountain2,land
bazer_sakhra,constantine_ALG,land
bazer_sakhra,ikjan,land
bazer_sakhra,ngaous,land
bazer_sakhra,sebkhat_sokhna,lake
bazer_sakhra,setif,land
bazer_sakhra,stif_mountain,land
bazhai,binh_nguyen,river
bazhai,jiaohua,river
bazhai,lihua,land
bazhai,nanlang,river
bazhai,thuy_vi,river
bazhai,xisa,river
bazhai_duyun,duyun,river
bazhai_duyun,kaili,land
bazhai_duyun,lantu,land
bazhai_duyun,maxia,river
bazhai_duyun,taigong,land
bazin,mendefera,land
bazin,northern_ethiopian_mountains,land
bazin,shire,river
bazin,tembesha,river
bazin,tesenei,river
bazin,waldeba,river
bazin,yeha,land
bazman,dalgan,land
bazman,dasht_lut2,land
bazman,espakeh,land
bazman,fahrej,land
bazman,karvandar,land
beagle_gulf,daly_river_mouth,sea
beagle_gulf,larrakia,port
beagle_gulf,tiwi,port
beagle_gulf,van_dieman_gulf,sea
bealanana,befandriana,land
bealanana,bengoala,river
bealanana,mahilaka,land
bealanana,manditsara,river
bealanana,maroantsetra,land
bealanana,sada,land
beami,central_range_mountains,river
beami,konai_jungle,river
beami,namo_me,river
beami,zimakani_jungle,river
beanka,besalampy,land
beanka,fenoarivo,river
beanka,maintirano,river
beanka,manoninerina,land
beanka,sahadia,land
bear_island,norwegian_sea,port
bear_islands,cape_henrietta_maria,sea
bear_islands,cape_hope_islands,sea
bear_islands,ekwan,port
bear_islands,hudson_bay_high_sea9,sea
bear_islands,kakachischuan_point,sea
bear_islands,kashechewan,port
bear_islands,lakitusaki,port
bear_islands,otadaonanis,port
bear_islands,patchepawapoka,port
bear_islands,wapiskau,port
bear_river_e,boa_ogoi,river
bear_river_e,dembimbosaage,land
bear_river_e,kuccuntikka,river
bear_river_e,so_so_goiw,river
bear_river_e,teewinot,land
bear_river_e,tukudika,land
bear_river_w,boa_ogoi,river
bear_river_w,buenaventura,river
bear_river_w,hazelton,land
bear_river_w,panati,land
bear_river_w,pohoko_ikkatee,land
bear_river_w,salt_lake,lake
bear_river_w,seuhubeogoi,river
bear_river_w,so_so_goiw,river
bear_river_w,tipatikka,land
beatton,beaver_forest,river
beatton,beaver_plain,river
beatton,chinchaga,land
beatton,kahntah_trail,land
beaugency,blois,river
beaugency,chateaudun,river
beaugency,orleans,river
beaugency,romorantin,land
beaugency,sully,river
beaujeu,lyon,river
beaujeu,macon,river
beaujeu,perreux,land
beaujeu,semur_en_brionnais,land
beaujeu,trevoux,river
beaujeu,villars,river
beaumont_au_maine,belleme,land
beaumont_au_maine,le_mans,land
beaumont_au_maine,mortagne,land
beaumont_au_maine,villaines,land
beaune,chalon_sur_saone,river
beaune,dijon,land
beaune,louhans,river
beaupreau,chateaubriant,river
beaupreau,montaigu,land
beaupreau,nantes,river
beaupreau,passavant,river
beautemps_beaupre_atoll,poudioue_coast,port
beautemps_beaupre_atoll,rossel_cape,port
beauvais,breteuil,land
beauvais,chaumont_vexin,land
beauvais,clermont_en_beauvaisis,land
beauvais,gisors,land
beauvais,nesle,land
beauvais,senlis,land
beauvoir,ile_de_re,port
beauvoir,la_roche_sur_yon,land
beauvoir,machecoul,river
beauvoir,montaigu,land
beauvoir,quiberon_bay,port
beauvoir,talmont,river
beaver,chandalar_forest,river
beaver,minto,land
beaver,rampart,river
beaver,venetie,river
beaver,yukon_flats,river
beaver_cove,hakai_coast,sea
beaver_cove,haro_strait,sea
beaver_cove,ma_amtagila,port
beaver_cove,quawshelah,port
beaver_cove,tanakteuk,port
beaver_cove,tlatlasikwala,port
beaver_forest,chinchaga,land
beaver_forest,omineca_mountains,river
beaver_forest,southern_plains,land
beaver_forest,tsa_tinne,land
beaver_forest,unjegah,land
beaver_forest,williston,land
beaver_forest,yutuwichan,land
beaver_plain,chinchaga,land
beaver_plain,dehcho_plains,river
beaver_plain,hawk_hills,land
beaver_plain,kahntah_trail,land
beaver_plain,ksituan,land
beaverhead,cuthuhogwa,river
beaverhead,deer_lodge,land
beaverhead,red_rock,river
beaverhead,ruby_valley,land
bebaramau_jungle,bojaya,river
bebaramau_jungle,concondia_mountain,river
bebaramau_jungle,quibdo,river
bebaramau_jungle,tatama,river
bebaramau_jungle,xundabe,land
bebedero_salt_pan,mamull_mapu,lake
becaguimec,maatawamkeag,land
becaguimec,meductic,river
becaguimec,meduxnekeag,land
becaguimec,nashwaak,river
becaguimec,negoot,river
becaguimec,welamooktook,land
bechar,el_eglab_masif1,land
bechar,figuig,land
bechar,grand_erg_occidental,land
bechar,ksar_es_souk_bechar_corridor,land
bechar,plain_tamlelt4,land
bechar,taghit,land
becharof_lake,egegik,lake
becharof_lake,ugashik,lake
bechyne,benesov,land
bechyne,budejovice,land
bechyne,j_hradec,land
bechyne,kourim,land
bechyne,kutna_hora,land
bechyne,pisek,land
bedale,north_york_moors,land
bedale,pennines_04,land
bedale,richmond,land
bedale,ripon,land
bedale,stockton,land
bedale,whitby,land
bedale,york,land
beden,dospat,land
beden,rhodope_mountains5,land
beden,rhodope_mountains6,land
beden,stanimaka,land
beden,tsepina,land
bedford,buckingham,land
bedford,dunstable,land
bedford,hertford,land
bedford,huntingdon,land
bedford,northampton,land
bedford,royston,land
bedia,greater_caucasus_mountains3,land
bedia,lata_georgia,land
bedia,sokhumi_bay,port
bedia,sukhumi,river
bednur,ikkeri,land
bednur,shimoga,land
bednur,sringeri,land
bednur,western_ghats_bhatkal,land
bednur,western_ghats_karkala,land
beer_dun,cape_verd,port
beer_dun,ndiaganiao,land
beer_dun,portudal,river
beer_dun,senegal_coast,port
beer_dun,tivaouane,river
beersheba,el_arish,land
beersheba,gaza,land
beersheba,hebron,land
beersheba,majdal,land
beersheba,northern_sinai_desert2,land
beersheba,sughar,land
beeskow,lebus,land
beeskow,lubben,land
beeskow,luckau,land
beeskow,teltow,land
beeskow,zossen,land
beesowuunenno,minii_yohe,land
beesowuunenno,nih_iitkotousi_l,land
beesowuunenno,phankeska_wakpa,land
beesowuunenno,so_taeo_o,land
beesowuunenno,wasin_wakpa,land
beesowuunenno,wishkahuunu,land
befandriana,boeny,river
befandriana,manditsara,river
befandriana,tsaratanana,river
begho,bondoukou,river
begho,bouake,land
begho,daoukro,river
begho,dormaa,river
begho,sampa,land
begho,techiman,land
begoml,dokshytsy,river
begoml,ilya,river
begoml,lahoysk,river
begoml,lyepyel,river
behabad,dasht_lut1,land
behabad,dasht_lut4,land
behabad,kuhbanan,land
behabad,saghand,land
behali,hindu_kush10,land
behali,sherwan,land
behali,udabhanda,land
behbahan,dehdasht,land
behbahan,dogonbadan,land
behbahan,hendijan,land
behbahan,machul,land
behbahan,ramhormoz,land
behbahan,suq,land
beichlingen,freyburg,land
beichlingen,langensalza,land
beichlingen,nordhausen,land
beichlingen,sangerhausen,land
beichlingen,sondershausen,land
beichlingen,weimar,land
beihai,changle,land
beihai,changyi,river
beihai,laizhou_bay,port
beihai,shouguang,river
beiliu,dianbai,land
beiliu,luchuan_rongzhou,land
beiliu,luoxiu,land
beiliu,nanliu,land
beiliu,puning_rongzhou,land
beiliu,shilong,land
beiliu,xinyi_gaozhou,land
beilngries,eichstatt,land
beilngries,neumarkt,land
beilngries,parsberg,land
beilngries,pfaffenhofen,land
beilngries,weissenburg,land
beira_estuary,chiveve,port
beira_estuary,cuama,port
beira_estuary,mouth_zambezi,sea
beira_estuary,mozambique_channel7,sea
beira_estuary,sofala,port
beira_estuary,sofala_bay,sea
beirut,deir_qamar,river
beirut,lebanon_mountains,land
beirut,tripoli_syria,river
beishe,hengduanshan3,land
beishe,leibo,land
beishe,lizhou_mahu,land
beishe,puge,land
beisheng,heqing,river
beisheng,jinshajiang,river
beisheng,langqu,river
beisheng,ningfan,river
beisheng,tongan_lijiang,river
beius,cheresig,land
beius,inner_carpathians,land
beius,oradea,land
beja,mertola,river
beja,moura,river
beja,portel,river
beja,serpa,river
beja_TUN,el_ksour,land
beja_TUN,mateur,land
beja_TUN,medjez_el_bab,land
beja_TUN,souk_el_arba,land
beja_TUN,tabarka,land
beja_coast,cape_hadarba,sea
beja_coast,ghurab_island,sea
beja_coast,red_sea2,sea
beja_coast,suakin,port
beja_coast,suakin_archipelago,sea
bejaad,bzou,land
bejaad,mrirah,land
bejaad,settat,land
bejaad,tadla,land
bejaad,tegeget,land
bejaia,el_kseur,land
bejaia,gulf_bejaia,port
bejaia,mansouria,river
bejaia,tellatlas,land
bejar,bejar_mountains,land
bejar,francia_mountains,land
bejar,granadilla,land
bejar,matilla_de_canos,land
bejar,piedrahita,land
bejar_mountains,granadilla,land
bejar_mountains,piedrahita,land
bejar_mountains,plasencia,land
bekarlar,hodul_mountains,land
bekarlar,melendiz_mountains,land
bekarlar,nevsehir,land
bekarlar,nigde,land
bekes,cheresig,river
bekes,debrecen,land
bekes,hajduszoboszlo,land
bekes,karcag,river
bekes,szarvas,river
bekes,zarand,river
beket_ata,kenderli_kayasan,land
beket_ata,masat_ata,land
beket_ata,temir_baba,land
beket_ata,ust_yurt_plateau1,land
beki,karagiye_lake,lake
beki,ketik_kala,land
beki,koshkar_ata,land
beki,kyzylkala,land
beki,masat_ata,land
bela,kirtar_range_2,land
bela,lakhsar,land
bela,sonamiani,land
bela,wadh,land
belabo,kapasia,land
belabo,khaliajuri,river
belabo,laskarpur,river
belabo,mymensingh,land
belabo,sonargaon,river
belabo,tarakanda,land
belaga,plieran,river
belaga,rejang,river
belaga,tatau,land
belaga,tinjar,land
belalcazar,espiel,land
belalcazar,fuenteovejuna,land
belalcazar,pedroche,land
belalcazar,santa_eufemia,land
belalcazar,zalamea,land
belang,cape_flesko,port
belang,gorontalo,river
belang,lake_tondano,lake
belang,lembeh_island,port
belang,manado,river
belang,outer_tomini_bay,port
belang,solimandungan,river
belang,sulawesi_jungle1,land
belau,belau_atoll,river
belau,namai_bay,port
belau_atoll,kayangel_coast,port
belau_atoll,namai_bay,port
belau_atoll,toachel_coast,port
belau_high_sea_1,belau_high_sea_2,sea
belau_high_sea_1,kayangel_coast,sea
belau_high_sea_1,micronesian_sea,sea
belau_high_sea_1,namai_bay,sea
belau_high_sea_1,ngulu_coast,sea
belau_high_sea_1,yap_high_sea_10,sea
belau_high_sea_1,yap_high_sea_9,sea
belau_high_sea_2,belau_high_sea_3,sea
belau_high_sea_2,micronesian_sea,sea
belau_high_sea_3,belau_high_sea_4,sea
belau_high_sea_3,micronesian_sea,sea
belau_high_sea_3,pacific_kuro_current21,sea
belau_high_sea_4,belau_high_sea_5,sea
belau_high_sea_4,pacific_kuro_current21,sea
belau_high_sea_4,pacific_kuro_current22,sea
belau_high_sea_5,belau_high_sea_6,sea
belau_high_sea_5,pacific_kuro_current22,sea
belau_high_sea_5,philippine_sea,sea
belau_high_sea_5,toachel_coast,sea
belau_high_sea_6,kayangel_coast,sea
belau_high_sea_6,philippine_sea,sea
belau_high_sea_6,toachel_coast,sea
belau_high_sea_6,yap_high_sea_10,sea
belaya_glina,novo_alexandrovskoye,land
belaya_glina,pavlovskaya,land
belaya_glina,peschanokopskoye,land
belaya_glina,privolnoye,land
belaya_glina,romanovsky_khutor,land
belaya_glina,starominskaya,land
belaya_glina,yegorlykskaya,land
belaya_kalitva,kalmius,river
belaya_kalitva,kamenskaya,river
belaya_kalitva,kashary,land
belaya_kalitva,konstantinovsk,river
belaya_kalitva,millerovo,land
belaya_kalitva,milyutinskaya,land
belaya_kalitva,mityakinskaya,river
belaya_kalitva,tatsinskaya,land
belaya_soroka,brahin,river
belaya_soroka,chornobyl,river
belaya_soroka,khoiniki,river
belaya_soroka,mazyr,river
belaya_soroka,narodychi,land
belaya_soroka,stodolichi,land
belayan,borneo_jungle12,river
belayan,hulu_mahakam,land
belayan,kelinjau,land
belayan,mahakam,land
belayan,muarakaman,river
belayan,telen,land
belcher_islands_coast5,hudson_bay_high_sea5,sea
belcher_islands_coast5,hudson_bay_high_sea9,sea
belcher_islands_coast5,mctavish_island,sea
belcher_islands_coast5,salikuit_islands,sea
belcher_islands_coast5,sanikiluaq,port
belcher_islands_coast5,vauquelin_point,sea
belchite,carinena,land
belchite,caspe,river
belchite,montalban,land
belchite,pina_de_ebro,river
belchite,zaragoza,river
belcoo,cavan,river
belcoo,donegal,river
belcoo,dromahair,land
belcoo,enniskillen,river
belcoo,killeshandra,land
belcoo,lough_erne,lake
beledweyne,el_dhere,land
beledweyne,hudur,land
beledweyne,jowhar,river
beledweyne,kelafo,river
beledweyne,luuq,land
beledweyne,maxaas,land
belekes,beloretsk,land
belekes,krasnaya_gorka,river
belekes,siberian_wasteland_2,river
belekes,tabynsky,river
belekes,ufa,river
belekes,ulukulevo,river
belekes,ust_katav,river
belen_ana,hunger_steppe,land
belep,new_caledonia_barrier_reef_2,land
belep_coast,entrecasteaux_atoll,port
belep_coast,grand_passage,sea
belep_coast,new_caledonia_barrier_reef_2,port
belep_coast,new_caledonia_high_sea_2,sea
belep_coast,new_caledonia_high_sea_3,sea
belep_coast,portail_coast,sea
belep_coast,yande_island,sea
beleuli,shuruk,land
beleuli,uchkuduk,land
beleuli,ust_yurt_plateau1,land
beleuli,ust_yurt_plateau2,land
belfast,carrickfergus,river
belfast,iveagh,river
belfast,lough_neagh,lake
belfast,newtownards,river
belfast,north_channel,port
belfort,delemont,land
belfort,ferrette,land
belfort,luxeuil,land
belfort,montbeliard,land
belgaum,gokak,river
belgaum,khanapur,land
belgaum,raybag,river
belgaum,western_ghats_belgaum,river
belgorod,chuhuiv,river
belgorod,donets_kharkiv,land
belgorod,khotmyzh,land
belgorod,korocha,river
belgorod,manturovo_kursk,river
belgorod,oboyan,land
belgorod,rakitnoye,land
belgorod,vovchansk,river
belgrad,debrc,river
belgrad,pancevo,river
belgrad,petrovaradin,river
belgrad,smederevo,river
belgrad,valjevo,land
belik,monastyrshchina,river
belik,pustosel,river
belik,roslavl,land
belik,shui,river
belik,shumyachi,river
belik,smolensk,river
belik,yelnya,river
belin,benauges,river
belin,bordeaux,river
belin,la_teste_de_buch,land
belin,labrit,land
belin,nerac,land
beljamen,bykovo,river
beljamen,ilovlya,river
beljamen,kremenskaya,river
beljamen,mechet,river
beljamen,srednyaya_akhtuba,river
beljamen,zenzevatka,river
belkhandi,jajjaldeypur,river
belkhandi,kalahandinagara,river
belkhandi,kotagad,land
belkhandi,saintala,river
bellac,brosse,land
bellac,charroux,land
bellac,limoges,land
bellac,montmorillon,land
bellac,rochechouart,land
bellari,gutti,river
bellari,raichur,river
bellari,rayadurga,land
bellari,vijayanagar,river
belle_isle,black_bear_bay,port
belle_isle,grey_islands,port
belle_isle,groais_island,port
belle_isle,long_range_mountains,land
belle_isle,naskwotchu,river
belle_isle,wipetikil,river
belleme,chartres,land
belleme,le_mans,land
belleme,mortagne,land
belleme,st_calais,land
belley,chambery,river
belley,gex,river
belley,la_roche_sur_foron,river
belley,la_tour_du_pin,river
belley,thoire,river
bellinger,esperance_bay_australia,sea
bellinger,israelite_bay,sea
bellinger,wudjari,port
bellinger_river_mouth,dainggatti,port
bellinger_river_mouth,gumbaynggirr,port
bellinger_river_mouth,hastings_shore,sea
bellinger_river_mouth,yuraigir_coast,sea
bellinzona,como,land
bellinzona,disentis,land
bellinzona,lepontine_alps1,land
bellinzona,lepontine_alps2,land
bellinzona,locarno,land
bellinzona,lugano,land
bellinzona,mesocco,land
bellinzona,rhaetian_alps1,land
bellona_coast_1,bellona_coast_2,sea
bellona_coast_1,bellona_coast_8,sea
bellona_coast_1,bellona_high_sea_1,sea
bellona_coast_1,bellona_high_sea_2,sea
bellona_coast_1,bellona_high_sea_4,sea
bellona_coast_1,bellona_reef,port
bellona_coast_2,bellona_coast_3,sea
bellona_coast_2,bellona_high_sea_1,sea
bellona_coast_2,bellona_reef,port
bellona_coast_2,new_caledonia_high_sea_2,sea
bellona_coast_3,bellona_coast_4,sea
bellona_coast_3,bellona_reef,port
bellona_coast_3,new_caledonia_high_sea_2,sea
bellona_coast_3,new_caledonia_high_sea_3,sea
